Gene Symbol
CALCA
GSTM1
PCM1
ERCC4
MIR139
FLT1
MIR451A
RARB
NRG1
MIR204
GAS8-AS1
RECQL
RAD51B
MMP2
SMARCE1
MIR335
MIR203A
PTCSC1
IDH2
PTGS2
MIR29A
CDK2
ZFAS1
ETV6
RHOA
SMAD3
PPM1D
PRKDC
MIR93
NCOR1
KCNQ1OT1
MIR149
RNASEL
NCOA4
CASR
DIO1
YAP1
MIR10B
SHC1
XPC
RAD54L
CDKN1C
VDR
MINPP1
JAK2
SPOP
MMP9
MIRLET7B
CD44
ZEB1
MIR320A
FGFR4
SMAD7
CASP3
MIR106B
MIR199B
ABRAXAS1
LRP1B
PGR
LGALS3
MIR191
PKM
DANCR
MIR224
FOXP3
TERC
MIR96
PDCD1
MIR22
MIR140
GATA3
BIRC5
SOX2
CDK12
MIR142
MITF
KEAP1
XPA
TRIM24
HNF1A
FOXO1
CDK6
CXCL8
TRIP12
MIR29C
SECISBP2
VEGFC
MIR133B
DNMT3A
CYTOR
MIR30E
HNF1B
MED12
NKX2-5
ABCC1
MGMT
MIRLET7G
TP63
MIRLET7D
FANCE
LEP
GPC3
MIR296
HAGLROS
SPRY4-IT1
CASC8
NTRK2
MTHFR
AXL
FANCG
AKT3
MIR9-1
TRIP13
MIR424
CYCS
MIR100
AXIN1
TYMS
MIR211
LOC126806658
GLI1
CCDC6
MIR25
SMAD2
LOC129390903
GSTP1
RMRP
ROS1
MIR215
MAP3K1
GOLGA5
SNHG16
INS
DIO2
SOD2
PALLD
MIR23B
CYP17A1
HGF
BCYRN1
ERCC3
IRF1
CEACAM5
ELAC2
MIR373
ABCB1
ALB
BCL2L1
MIR27B
ICAM1
MIR23A
PCA3
FGF2
FANCL
MIR497
MIR375
MIR98
ITGB1
SERPINA7
KRT7
RARA
JAK1
IL4
MIAT
MIR10A
MKI67
IGFBP3
CFTR
FN1
PRKN
ABCG2
FLT4
MAP2K2
XRCC1
FOXA1
SST
FANCI
BUB1
LOC126806630
NCOR2
MIR7-3HG
KRT20
DNMT1
MIR101-1
MIR122
PTPN22
FANCF
DLC1
IL2RA
SETD2
SOS1
MIRLET7E
PARP1
MAPK3
CCND2
PPP2R1A
CASP10
DCC
KLK3
DIRC3
MT-CYB
RXRA
IL7R
MIR138-2
AKT2
SNHG1
MIR216A
HOXA11-AS
HLA-DRB1
ELF3-AS1
MIR192
THADA
ERCC1
LUCAT1
MIR16-1
MIR24-1
DLEC1
MIR338
DHRS3
NDUFA13
SOX2-OT
MIR181B1
CYP19A1
MIR152
KIF1B
MIR328
GNAQ
GSTT1
BTK
SOX9
PDGFRB
CDKN2C
TNFSF10
CASC9
AHI1-DT
MIR26B
TTR
MIR34B
WWOX
HMGA2
CGA
MIR124-1
CEBPA
MIR125B1
ATRX
LOC107303340
XIAP
E2F1
LOC111589215
PLAU
TGFBR1
TCF7L2
PIK3CD
LNCNEF
MED1
MIR31HG
NRAD1
FHIT
HSP90AA1
MCL1
EIF1AX
CCND2-AS1
MIR483
MIR429
KLF6
MIR370
CASP9
CTAG1B
NSD1
CDKN3
MIR15B
MIR30D
PRL
ROCK1
MIR128-2
CYP1A1
RINT1
SLX4
PTK2
MIR185
MIR324
GSK3B
LIG4
RHBDF2
LOC100507346
NME1
SHH
EPHB2
KDM6A
SLC2A1
LOC130062899
HNF1A-AS1
MAP2K4
TWIST1
MIR494
MIR151A
RELA
LINC00312
TGFA
SP1
CD82
POMC
SOCS1
TP73
CXCL12
HLA-DQB1
INSR
SNAI1
TRHR
TXNRD2
MIRLET7I
CBS
BIVM-ERCC5
B2M
CD40
SNHG7
MIRLET7F1
PSMD6-AS1
DDR2
MIR130A
CCND3
MIR26A1
FOXO3
NAMA
GNA11
SPP1
BCL10
LOC130001603
CASC15
VIM
TP53COR1
PTENP1
PCNA
SNHG5
HFE
NFKBIA
MIRLET7A1
DDB2
NCOA3
MIR206
MIR346
PRKCA
ERCC6
CRP
MIR24-2
PIK3R2
DNMT3B
RPS20
MIR361
MIR128-1
CBL
TMPRSS2
MPPED2-AS1
CCL2
BIRC3
PRR15-DT
NPM1
CHGA
PHB1
SDC4
TRH
SKP2
MIR144
RBMS3-AS1
TLR2
IL17A
MIR345
STAT5B
SNAI2
ENG
TLR4
TIMP1
MYCN
MIR212
BCAR1
FOXM1
DPYD
LINC01929
EXT2
BMP6
HLA-B
APELA
LINC01672
MIR486-1
PBRM1
RECK
POLK
CSF3
TFG
ABL1
MIR342
NR1H2
XPO1
MMP1
CAV1
RNY3
TP53BP1
ZFX-AS1
NNT-AS1
CD40LG
ASXL1
SPINK1
MIR485
ADAR
MIR193B
FOS
PTH
HDAC1
MLF1
MIR331
HLA-DQA1
MIR542
MIR202
PDGFB
MIR130B
LINC02471
IFNA1
IL1A
SRA1
JAK3
TFF1
DIO3
PPP2R1B
POU1F1
MIR423
PTPN3
PIK3CB
LOC130004273
CASC19
DCTN1-AS1
HLA-A
THBS1
TRIM36-IT1
WRAP53
MIR339
AURKB
TSG101
MIR30B
SERPINE1
ITCH
TRIP11
KMT2A
CLPTM1L
SHBG
PRF1
MAPK10
FLT3
HSPA5
MAPK14
CDK1
CERNA3
SRD5A2
LOC107303338
LOC129933707
TMX2-CTNND1
SEC23B
NORAD
MIR22HG
PTHLH
LINC00511
THRSP
CDX2
TCIM
CCNA2
NQO1
NAT2
OGG1
SLC26A7
ADIPOQ
MIR95
GACAT3
ABCC4
CD8A
PPP2R2A
LDLR
SEPTIN9
TNFRSF10B
SF3B1
MMP14
ZEB2
MXI1
CREB1
MUC2
S100A4
CASC11
MCC
ERC1
LMNA
LOC126860438
APEX1
MUC6
RPS6KB1
DROSHA
CDH2
KMT2C
PRSS1
MIRLET7A3
PTPRC
MIR132
HDAC9
MIR92A1
NMTC3
RAC1
SLC22A18
LINC00472
TBL1X
CTSB
MIR498
MIR503
PLK1
TINCR
NFKB2
CYP2A6
ODC1
PCAT2
MIR181D
MPO
LMOD1
TOE1
ENO2
WEE1
LDHA
BCL2L11
CSF1R
PRKACA
CALR
TPR
MIR425
MIR196B
CD80
GH1
BMP4
DLEU1
CFLAR
ID1
TTK
AIRE
MAPK8
GC
ZFAT
TRIP6
CKS1B
MYD88
CHD7
THRAP3
EPHA2
XRCC6
MIR129-1
MIR381
MAD1L1
ARAF
EPHB4
MMP7
GNB1
PTTG1
TOP1
DAPK1
CCL5
TYR
U2AF1
SLC12A3
GAST
BDNF-AS
EGOT
NCOA1
DGCR5
MIR302C
SSTR1
CD28
DELEC1
MSMB
COMT
MIR532
HOXA-AS2
ERG
RIOX2
TIMP3
ELAVL1
LINC00673
APOB
HSPB1
GRP
DUOX1
MIR499A
CTSD
TYMP
HCP5
GEN1
TFF3
LGALS1
TNFRSF8
CHD1
BCL6
CXCL10
GHRL
MIR92A2
SYP
TOP2A
GAPDH
NOTCH2
DLL1
EPAS1
PRKCD
TSPAN31
HESX1
AFP
NOS2
MIR135B
CSF2
CDH23
MIR33A
CYP3A4
FASN
TRRAP
HMGA1
TRIM33
MIR124-3
ACTB
TRIP4
MIR491
TNFRSF10A
AGO2
TCF7
ACTA2
MC1R
WT1-AS
IGF2R
FGF3
NPTN-IT1
BRD4
MAP3K8
CYLD
DIS3L2
ADA
PROM1
EXT1
CTCF
PROP1
SCARNA5
LEF1
MIR196A2
CASC22
PTK2B
TNFRSF11B
GFRA3
RB1CC1
ROBO1
AHR
E2F4
ACVR1B
MIR502
PSMB8
CCNB1
PTPRJ
SF3B2
MIR125B2
MIR148B
ABCA1
PCAT18
SERPINB5
MDM4
RUNX3
MIR574
MT-CO1
IL18
CTNND1
ZFHX3
MIR675
DPP4
TCF4
MIR137
MIR301A
PDCD1LG2
ENO1
EXOC2
CSF1
MIR4435-2HG
ABCB11
HDAC4
HIF1A-AS2
TCF3
BGLAP
SNHG6
APOE
STAT5A
MXRA5
MIR99B
NOTCH3
GLI3
BECN1
POU5F1
SULT1A1
KISS1
MIR663A
GHR
LEPR
NCOA2
UHRF1
CD36
LOC110806263
MIR378A
GNRH1
STAG2
VEGFD
ZNF276
KDM3A
FBN1
TNFRSF1A
MIR376A1
MUC5AC
SH2B3
BAD
CYP27B1
KDM4B
RBBP8
BAK1
MIR184
SSTR2
CA9
CHGB
MIR495
HMGB1
PTCH2
IRS4
DLEU2
TIMP2
CYP2E1
PLAUR
CXCR3
XRCC5
KITLG
TFRC
TGFB2
SLC26A4-AS1
BICDL3P
NR3C1
MIR134
REST
WNT5A
ELANE
LAMA5
JAG1
IL33
MME
PAK4
DKC1
CEP128
JUP
FOLH1
GRB2
CD4
G6PD
ITGAV
HSPA4
TBX3
EWSR1
RMST
CDC25A
IFNG-AS1
GPX3
BMP2
TEK
FGF10
FADD
MYB
SNHG20
MIR515-1
MT-TT
IFNA2
EXO1
BMP7
MIR372
XBP1
MIR511
LINC00261
PTPRD
SBDS
IL13
SGK1
ALDH1A1
ADNP
NCAM1
SOX4
NKX3-1
TRU-TCA1-1
ZEB2-AS1
RAD54B
MIR190A
KDM1A
LINC00958
CD79A
ITGB3
CLDN1
IGF2-AS
IRS1
SKIL
KAT7
PLCG1
CDC25C
IFI27
NEK2
MIR219A1
PSG2
KRT18
PAK1
SIRT1
ETS1
HOTAIRM1
SCUBE3
FEZF1-AS1
TINF2
ILK
EPB41L4A-DT
GJA1
CCDC26
GATA1
DUOXA1
CBFB
UGT1A1
SLC7A5
CCN2
TYK2
GDF15
USP48
RRAS2
FGF4
DDR1
CD86
ATP4A
CYP1A2
NCOA6
LHX3
MIR30C1
EPOR
CEACAM3
TNFAIP3
LINP1
CD70
DKK1
CYP1B1
F3
LYN
CAGE1
MIR198
RIPK1
ETV4
FAP
COL1A1
TRIM27
GDNF
PPARD
IRAK4
MIR186
PARD3
THBS4
LOC126806104
MIR28
IDO1
PSMD3
MTR
ING1
IFNB1
CTSE
CIITA
CYP2D6
PDCD4
PML
PAX5
AREG
KRT8
HNF4A
IL3
RUNX2
ALDH2
EGR1
PDPK1
ZEB1-AS1
YTHDC2
MIR196A1
SOD1
POU5F1B
BMI1
PDPN
PLA2G2A
ANXA5
EPHA3
LINC01133
TCO
SPARC
MIR340
LINC02605
SPEN
CCKBR
TNFRSF9
FGF7
MIR20B
HMGCR
ABCC2
TTF1
MT-ND1
SLC5A8
PSCA
PTCPRN
FLNB
MMP3
RAG1
NR4A1
TNFSF11
PPARA
LPAR2
S100A6
RLIM
TRE-TTC3-1
MIR29B1
IKBKB
EPO
BSG
SOD2-OT1
PLCG2
USP28
CD34
BDNF
NRP1
TET2
SSTR5
TRIP10
MECOM
H3-3A
MIRLET7F2
PTPN12
CD55
AMER1
FOXP1
CUBN
KRT5
CCNA1
ESRRA
PEG10
IKZF1
L1CAM
EML4
STAT6
LINC00473
TRB
OXA1L
USF3
MMP13
IRS2
NQO2
ICOS
TF
BCR
SQSTM1
XRCC4
MUC4
HNRNPK
COL7A1
POSTN
GJB2
KLF4
MIR330
MIR154
AKAP9
PRKAA1
FRGCA
FER1L4
ATP7B
PDK1
CD46
ANGPT2
BIRC2
RAD21
LINC01121
NOS3
MIR455
PCSK9
CCK
TACSTD2
CD24
MAGEA3
RTEL1
IGFBP1
RAG2
INHBA
CDC27
LHX4
ITGB2
VWF
TGIF1
GLI2
EIF2AK3
IL6R
IL15
ANXA1
LINC00963
EIF4EBP1
STUB1
EBAG9
PDGFRL
YY1
VPS13C
PCLAF
NFATC1
ITIH5
CCR7
GPER1
IL16
PKHD1
CYP24A1
VCAM1
PIM1
EZR
FBXO11
IL6ST
ANXA2
MAF
MIRLET7A2
FGF8
ANGPT1
PAH
SOCS3
ITGA6
PPP2R5C
ENPP7
MIR7-1
EIF4E
THCAT155
IGFBP2
CLDN7
STK4
CDH3
MIR590
EDN1
ARID1B
AP4B1-AS1
WNT1
PPARGC1A
MYCL
EPHA5
CTSL
CXCL1
SNORD15A
ADAM17
RUNX1-AS1
KLRK1
GHRH
MIR452
DSP
MMP11
MIR627
TKT
MYRF
GCK
CSF3R
LTA
FPR1
KLF5
SUZ12
MIR449A
MAML1
RUNX1T1
CADM1
MALT1
MAGI2
GADD45A
IGF2BP3
IGFBP5
LINC01772
DNM3OS
TRIM28
IL5
GPSM2
LOC130064074
MYCBP2
SLCO1C1
CDC42
LZTS1
MIR487B
CD59
HERC2
DDIT3
APOA1
MPL
PDGFA
LINC00941
HSPD1
SERPINA1
TPX2
CASP7
DMD
CD19
PDE8B
HIC1
ALPP
LOC126807437
HMOX1
HDAC2
HP
MIR16-2
ACE
ITGA5
PTGS1
ACTC1
CLU
HK2
KLC1
GPC6
PXDN
PTPN6
FUS
IL1R1
CTSK
HSPG2
ARHGEF15
YBX1
TXN
RHEB
RPL34-DT
SYK
RPTOR
MIR512-1
LOC129934333
SNHG14
LIF
RPSA
TLR9
GPT
PIK3C3
FGF1
CD58
SLC16A1
PCBP2-OT1
CCEPR
LHCGR
IL2RB
DUXAP10
S100A8
CD27
CAT
HBEGF
MIR9-3
ASCL1
NOP10
MIR376B
IGSF1
LINC00092
IL12RB1
MIR454
MIR17HG
ZNF304
IRF4
CEP57
RHO
TRAF2
PBX1
PON1
DSG2
LCP1
RICTOR
MAGEA1
NDRG1
CARD11
LIFR
REV3L
RSPO2
HEIH
RXRB
DPP10-AS1
MTA1
BTNL2
FSCN1
MIR100HG
EDNRA
MACF1
PECAM1
ATG13
GRWD1
PXN
MTHFD1
CRYM
TRPM3
CHAC1
COLCA1
BID
TUBB3
ABCE1
MIR218-2
HLA-DPB1
CSMD2
LCN2
FAM215A
IL7
NRCAM
SELE
LOHAN2
TNFRSF11A
HAVCR2
OTX2
CXCR2
LOC130006206
CP
MTDH
TRAF3
NGF
ITGA3
IQANK1
HDAC6
CHUK
PHB2
MTRR
ADAMTS3
COL3A1
KAT2B
TFE3
MSLN
TFAP2A
MIR500A
ACP5
F2
ID3
SOX11
E2F3
POLN
PSMB9
ETV1
GSN
LINC00313
NEK9
GPR161
MIR129-2
HIP1
CDH17
MIR7-3
HDAC3
KRT14
KIF16B
AKAP1
RASA1
GATA6
NT5E
DDX41
PRKCB
LINC-PINT
FRS2
TBL1XR1
GATA4
LIG1
VTRNA2-1
HLA-C
MSN
RAD52
AMACR
KCNN3
LRRK2
STMN1
MIR625
CD276
COPS6
SPATA18
CHD8
METTL3
TACC1
ACD
SCG5
HEPACAM
MANCR
AIFM1
SNHG17
CD81
DPPA4
GLIS3
ZKSCAN1
EPHX1
EGLN1
PTPN13
KCNH2
ITGB4
TNFRSF1B
FOXA2
GZMB
HOXA3
DMTF1
ITGA2
CBY1
E2F2
DIABLO
LOC126861339
MYH11
MIR199A2
TBX1
KLK2
VTN
CDH13
SOS2
NBR2
CCNG1
CACNA1S
LINC00857
PRSS22
JAZF1
FSHR
NAT1
PGF
HLA-G
SF3B3
VEGFB
EIF3E
H2AX
EIF2B5
NTPCR
CTC1
PPRC1
HOXA13
RACK1
LOX
HUWE1
CUL1
ERLNC1
LINC00520
TGM2
MIR608
PIGH
HSD17B1
RPS6
ENTREP1
INTS3
MRTFA
DCK
HOXA9
KATNAL2
TSHZ3
RAP1GAP
LRP6
STIL
PLAT
MBL2
MBD4
MCM3
PPP1R3C
APAF1
TP53TG1
SNCG
IQGAP1
RYR1
MIR873
NR5A1
PRKD1
SSBP2
MIR7-2
PEBP1
SIX1
SLC19A1
IL11
RAB27A
HSPA8
SLC33A1
GPX4
PPP6R2
SLC3A2
TOP2B
MST1R
IRF8
EREG
ATP2B4
CAND1
ALDOA
SMARCAL1
RPS27A
ISG15
RREB1
IFIH1
TIAM1
CKAP5
CXCL9
HPSE
USP7
POGZ
FZD3
URB2
CDK8
MIR637
SMC1A
KAT6B
JMJD1C
MIR302A
WIF1
ANO9
CDC25B
VIP
LNC-LBCS
PWRN1
CDKN2AIP
THBS3
PIN1
TNFRSF19
BCAR3
WDFY3
SORBS1
GPR55
WWTR1
WNK2
KCNJ10
HSP90B1
ANO1
KLHL20
AICDA
FGF6
EIF4G3
TSSK6
HTR2C
FTX
ENPP2
PLAG1
SFTA1P
TUBB
KCNK15-AS1
FEN1
ACP1
SFTPA2
VCAN
FOSL1
HOXB-AS3
ID4
PRKACB
MST1
CCL21
LINC00460
FGF19
SOX10
MAP3K14
PRDM16
ATF3
ALOX5
P4HB
HSPA1A
MAP3K7
LGALS3BP
TPM1
ACACA
KIF12
SASH1
CCR5
FOXCUT
CBLB
THBD
TNC
SCAI
ADRB2
VTI1A
YWHAE
KPRP
S100A9
DEK
ITK
RAN
LPAR4
NR3C2
KIF11
FGF23
GSTM3
ABCF3
TNFRSF13B
LGR5
RETN
SMARCA2
NWD1
GABRB2
LRBA
WAS
MAGEA4
LDOC1
MIR135A1
FOXI1
POLB
SERPINA3
DKK3
AGER
DNAH8
GHRHR
MIR582
LCK
RAP1A
TNFRSF4
FGD2
HSP90AB1
RBL2
HPGD
RASA2
SYNGR1
STC1
SOCS2-AS1
LAMC2
CBLC
NLRP1
FTO
GFAP
FGF9
RBAK
BTRC
SLC34A2
ADAT1
CST3
LAG3
ALCAM
MIR363
MIF
GLUL
MIR133A1
CLDN4
PRDX1
NOD2
PCGF2
ELK1
PDE4D
NLRP3
IL24
BCL2A1
CAST
PRPF8
SREBF1
STXBP5-AS1
BAG1
CUL4B
NTS
ZNF184
H1-3
TRPC4
CADPS
CYP11B1
ARAP3
TGFB3
CEBPB
PRDX5
RRAS
LINC01554
POLH
BTG2
JUND
PRKCE
ITGAD
CTTN
FOXH1
NECAP2
RARS1
MIR520C
PTPRK
EMSY
BTBD16
MTBP
CCDC171
ITGAL
STX8
THY1
MVP
ZNF48
RAC2
SETBP1
GPX1
NR1I2
ST14
HSPA9
NRTN
MIR661
MCM7
TERF1
PDE11A
ESRRB
SSTR3
CD79B
CDK7
DCTN5
CIP2A
CNTFR
IFNGR2
FOXP2
GRB7
MCM2
SDC1
TLR3
SSX2
PTPN21
PLEKHG4B
DPH7
BUB3
DUSP26
PHF2
ADH1C
BRMS1
MIR299
RXRG
MIR654
PLB1
CD9
CCN1
WNT3A
MIR584
POLR1C
SFRP1
HAS2
SNORD44
DDX3X
MDH2
ENTPD3-AS1
RBFOX1
PRECSIT
ACP3
PRC1
DCST1-AS1
USP16
SORCS1
MIR506
MAP2K3
HAX1
MTAP
NNMT
CASP1
CCDC186
CTRC
FOXD3
MIR572
ZNF776
DAXX
MIR19B1
LINC01089
MIR147A
TNFRSF14
TERF2
AKR1C3
BSCL2
PDE7B
IL12B
DDX5
ZNF100
TCHP
COPS5
SKP1
TK1
GPI
KCNF1
DGCR6L
NGFR
WNT4
CHI3L1
MIR409
SFRP2
PRLR
SMC3
GNE
BRMS1L
CYP17A1-AS1
NAMPT
DUSP1
IGFBP6
MYO16
MAD2L1
ZDHHC8
ARID2
SRP72
MSH5
CCDST
KLK10
ADH1B
PXDNL
GPR101
DNTT
SERPINB3
FOXD2-AS1
MYO18A
MIR3936HG
ABCG4
TJP1
TNS3
MIR188
BCOR
INS-IGF2
FUT8
SERPINB2
AGR2
DOCK8
FBXO32
CCL20
SPHK1
NAA10
KDM5A
NES
ZAP70
ACVR1
GFRA1
BBC3
IKBKE
SLCO4A1
S100A2
TP53I3
DIAPH1
PRDM2
STIM1
CSK
TAP1
TNFRSF10C
LINC00993
TXNRD1
SFTPB
HLTF
MYH9
LNCPTCTS
LOC129994371
RRM2
ZNF560
MIR551B
EDN3
DAB2IP
LARP1B
NEK8
UNG
ARNT
UNC79
LPL
BIRC7
HPRT1
SNHG8
NANOG
GREB1
SV2B
RECQL5
KSR1
MIR218-1
VTCN1
XDH
SPAAR
CD163
OSM
ZNF136
LINC01564
F2R
AMH
ALDH7A1
RBX1
NSUN2
CCBE1
CYP2C19
EHMT2
THSD7B
DUXAP8
ADAM10
IL4R
PLEKHG1
MIR181B2
BCL3
IGFBP4
SOX5
DVL1
NHP2
NRP2
LINC01186
DSC2
TRIM34
BMPR2
HTATIP2
STAT4
LASP1
GSR
SF3A1
KAT5
TNFRSF6B
ADCY10
SLC35G1
GGT1
DOT1L
SELENBP1
CD247
NR1H4
RHOB
CXCR1
EIF4A1
CHKA
PLG
CASP2
IL2RG
PRMT1
NOTCH4
EDNRB
PAX3
IGSF9B
PRDM16-DT
HNRNPA1
CCR6
MT2A
GADD45B
CFAP43
CD47
REN
CR2
RAB4B-EGLN2
CTBP1
MIR187
KLK6
OR14A16
EPIST
BRF1
TBX20
AFAP1
DNAJB1
ADGRE5
DMBT1
PRMT5
KDM5C
NPY
NUP98
TSNAXIP1
IL13RA2
FAXC
TPP1
S1PR2
MC2R
SLC13A3
SYNE1
NCL
MIR371A
IGF2BP2
ZNF717
CEACAM1
RYR2
ZNF300P1
RHOC
U2AF2
CSNK2A1
KRT17
SPINT2
SRSF2
PRDM1
SLC25A25-AS1
CCNE2
GRPR
PSMC5
ETV5
RASAL1
MDC1
MIR635
CALB2
PPP2CA
TIGIT
SHMT1
DUSP6
ENTPD1
CHRNA3
BLCAP
SAMHD1
RRM1
BCL11B
CRIPTO
GABPB1-AS1
ABCC3
HELLS
CTNNA3
ADA2
COL18A1
MYLK
PLK2
CFTR-AS1
PTGER4
SLC16A10
ATF2
PTK6
TERF2IP
TRAF6
SIRT6
CDC20
ALOX12
PGR-AS1
IGF2BP1
SLC16A4
GNRHR
FMNL1-DT
KCNQ1
NR2F1-AS1
NR4A3
PCBP1
NUP214
LGALS4
ABCC6
DOK7
MCM4
CPS1
CXADR
PRSS3
MIR362
KLF3-AS1
LRP1
INPP4B
AKT1S1
CAMTA1
PROX1
PGK1
MYH7
SGK2
RASGRP1
FYN
SAMD9L
HSF1
RBM15
RSPO3
TCERG1
EWSAT1
LOC129929542
SMAD5-AS1
CLDN3
CEMIP
MIR662
PRSS8
HYOU1
CDH5
MAP1LC3A
TOX3
NPPB
RELB
CXCL5
OFD1
WNT2
CDK5
PIP
HNRNPA2B1
ETS2
COPS2
CFH
CYP3A5
STK33
KDM5B
FOLR1
BAG3
TRA-TGC7-1
PTH1R
IL22
MIR521-1
POLR2E
NIPA2
H3-3B
DCN
TACC3
UBE2C
THPO
PNP
ZBED4
CRABP1
BCL2L2
PAX6
FGF5
MIR379
MIR708
KLK7
MAPT
DES
GAS6
SDCCAG8
VAV3
LPAR1
BLNK
ATG5
TNS4
IL21
REL
IKBKG
BNIP3
ARMC5
GNAS-AS1
ADAM9
CASZ1
VPS9D1-AS1
RPS19
WNT10B
MECP2
SPRED1
ECM1
ALDH9A1
TNFRSF10D
MT1DP
CEBPD
SLC2A4
VIM-AS1
MIR365A
RARG
SEMA4D
CYP21A2
TRC-GCA24-1
TCF12
EMSLR
SUZ12P1
CCNH
SIRT3
MMP8
MIR501
GRN
UCP2
NUTM1
CRKL
FCGR3A
LOC130008148
APC2
ADAM12
CCR2
AMPH
GLS
SFN
SNORD118
MMP10
HK1
ITGAM
FBXO31
IGH
CSNK1A1
LINC02130
IGFBP7
NR0B2
IGKV@
SOCS2
SLC2A3
TUBB1
ATF4
DLL4
PARN
HES1
MED16
WFDC2
MTUS1
EIF2AK2
SSTR4
ACTN4
SH2D1A
MAPK9
NR0B1
PTPRD-AS1
ANPEP
TNK2
MIR490
LIMK1
PRKCI
MMP15
LATS2
NUDT1
TMSB4X
COX5A
CALCR
TAP2
PICART1
SFRP4
PRKAA2
PRDX2
PPM1L
FAT3
NR2F2
VCL
IKZF3
HBB
ZNRF3
TNNT2
ZRSR2
NR4A2
CCN6
CIB1
FUCA1
RPL11
SULF1
COL11A1
PTN
MIR615
IBSP
ERCC6L2
SEMA4A
STRN
LATS1
PTPN1
LOC126862483
MDK
MIR513A1
MIR382
FLNA
SRF
FURIN
LOC100506321
CEACAM7
ENSG00000266919
LRP5
ST6GAL1
ATF1
GAS1
CCR1
PIK3R3
WNT3
RBPJ
RPL5
PHGDH
MIR9-2
S100B
KCNJ16
LINC00665
LOC130055850
KISS1R
DCLRE1C
MYO7A
AGTR1
VCP
PELP1
SLC7A11
EIF2S1
LOC106736614
SMARCC2
MAPK7
GFI1
HSD3B2
RPS6KA1
NPPA
INTS7
RPL10
NEDD4
CEBPA-DT
F5
FUT2
HOXA10
PLA2G6
HPN
SLC1A5
ARG1
NFIX
MAGEC2
NHEJ1
SERPINF1
KRT7-AS
NSD2
SLCO1B1
MROCKI
MIR545
IL32
LYVE1
TMC6
ZNF703
SFTPC
ACVR2A
CSE1L
KMT2B
EPHA1
TNFSF4
MAP3K5
LEFTY2
PNPT1
CD69
ELF3
KAT2A
PYCARD
PHLPP1
S100A1
RPS6KB2
CRK
GNA13
PRKCZ
EFNA1
SHOC2
KLF9
MAGT1
AHCY
HHEX
NUMB
FUBP1
CEACAM6
NUMA1
NRIP1
MIR488
UCP1
MED24
DNAJC21
SPINT1
NUDT10
SLC37A4
AREL1
FMR1
ABCB4
MT-CO2
