BEND7,GTPBP3
BEND7,THAP1
BEND7,ANP32B
BEND7,SDCBP
BEND7,OSGIN1
BEND7,RIPPLY1
BEND7,HMBOX1
BEND7,HSF2BP
BEND7,DVL3
BEND7,SCNM1
BEND7,ZNF622
BEND7,VCX2
BEND7,C14orf119
BEND7,RBM10
BEND7,PRMT3
BEND7,PRPF40A
BEND7,KANK2
BEND7,UBL5
BEND7,TLK1
BEND7,TRIM26
BEND7,SPANXN2
BEND7,NOL12
BEND7,NAP1L3
BEND7,SMARCA2
BEND7,PSMF1
BEND7,MORF4L1
BEND7,SDCBP2
BEND7,ZCCHC10
BEND7,CDCA7L
BEND7,LYAR
BEND7,EAF2
BEND7,NIF3L1
BEND7,PLEKHF2
BEND7,MYO15B
BEND7,CEP44
BEND7,EAF1
BEND7,CIB3
BEND7,CHD2
BEND7,DDX6
BEND7,DVL2
BEND7,PIM1
BEND7,RAB29
BEND7,PPIG
BEND7,MORF4L2
BEND7,U2AF2
BEND7,FAM124A
BEND7,FAM133A
BEND7,EMD
BEND7,PPP1R37
BEND7,BYSL
BEND7,MFAP1
BEND7,NKAPD1
BEND7,EIF1AD
BEND7,LMO3
BEND7,USP20
RPL13,EBNA1BP2
RPL13,LLPH
RPL13,CCDC140
RPL13,CENPQ
RPL13,MRPL50
RPL13,CNBP
RPL13,NPM3
RPL13,GADD45GIP1
RPL13,MRPS7
RPL13,CENPH
RPL13,HP1BP3
RPL13,MRPL10
RPL13,MAGEB10
RPL13,LYAR
RPL13,CENPL
RPL13,CENPU
RPL13,YBX1
RPL13,SF3B1
RPL13,RANBP6
RPL13,PATZ1
RPL13,H2AC11
RPL13,DAP3
RPL13,MRPL1
RPL13,ITGB3BP
RPL13,MRPS5
RPL13,MRPL45
RPL13,CENPI
RPL13,NMNAT1
RPL13,MRPL47
RPL13,MRPL16
RPL13,CENPN
RPL13,MRPL15
RPL13,MRPS9
RPL13,ZNF646
RPL13,ZNF142
RPL13,ZC3H10
RPL13,ZNF48
RPL13,MRPL55
RPL13,MECP2
RPL13,ADARB1
RPL13,ZBTB47
RPL13,SRPK3
RPL13,CDK13
RPL13,EPB41L5
RPL13,NOP10
RPL13,RBM19
RPL13,SMARCD1
RPL13,ZNF574
RPL13,CDKN2AIP
RPL13,MRPS30
RPL13,SPATA5L1
RPL13,DDX50
RPL13,GNL3
RPL13,GPATCH4
RPL13,IGF2BP3
RPL13,SRPK1
RPL13,TAF1D
RPL13,MRPL18
RPL13,ZBTB24
RPL13,RSBN1L
RPL13,MAK16
RPL13,TAF1B
RPL13,MRPS18C
RPL13,MRPS34
RPL13,GTF3C2
RPL13,MRPS31
RPL13,NIFK
RPL13,NOC2L
RPL13,SRP68
RPL13,THAP3
RPL13,ZC3H3
RPL13,MRPS27
RPL13,ZC3H18
RPL13,EPB41L4B
RPL13,FGFBP1
RPL13,MRPL51
RPL13,RPF1
RPL13,ZNF485
RPL13,GAR1
RPL13,NOP56
RPL13,IMP3
RPL13,NUP42
RPL13,ABT1
RPL13,NOA1
RPL13,C1orf35
RPL13,ZNF346
RPL13,FCF1
RPL13,MRPS18A
RPL13,NOP16
RPL13,NGDN
RPL13,MAGEB2
RPL13,GTPBP10
RPL13,LUC7L
RPL13,DDX55
RPL13,RPLP2
RPL13,YBX3
RPL13,RFC1
RPL13,POP1
RPL13,ZNF865
RPL13,ZNF768
RPL13,ZNF791
RPL13,ZNF354A
RPL13,ZNF766
RPL13,ZNF813
RPL13,ZNF845
RPL13,PDCD11
RPL13,ZNF16
RPL13,ZNF629
RPL13,UTP18
RPL13,PTCD3
RPL13,TSPYL1
RPL13,SRP72
RPL13,DHX30
RPL13,ZNF638
RPL13,URB2
RPL13,ZFR
RPL13,RBM39
RPL13,IFIT5
RPL13,NOL8
RPL13,RRP12
RPL13,WDR12
RPL13,TBL2
RPL13,KRI1
RPL13,URB1
RPL13,MRPL48
RPL13,SPATA5
RPL13,NOM1
RPL13,SON
RPL13,H2AC20
RPL13,H2AC21
RPL13,MRPL3
RPL13,SRRM1
RPL13,UTP23
RPL13,NKRF
RPL13,PAK1IP1
RPL13,GTPBP4
RPL13,MRPL41
RPL13,GTF3C1
RPL13,XRN1
RPL13,SPATS2L
RPL13,UTP14A
RPL13,POLRMT
RPL13,FAM111A
RPL13,DHX37
RPL13,DDX18
RPL13,CHD3
RPL13,RSL24D1
RPL13,MRPL9
RPL13,SMARCA5
RPL13,BUD13
RPL13,THAP12
RPL13,RRP1B
RPL13,DHX36
RPL13,TEX10
RPL13,DICER1
RPL13,ZNF771
RPL13,RPS4Y2
RPL13,ARRB1
RPL13,TRIM56
RPL13,SPTY2D1
RPL13,WDR74
RPL13,ZFP90
RPL13,DUSP11
RPL13,MRPS14
RPL13,NKTR
RPL13,SDAD1
RPL13,PELP1
RPL13,RIOX2
RPL13,PURB
RPL13,PURA
RPL13,U2SURP
RPL13,TUT7
RPL13,SPATS2
RPL13,ZBTB11
RPL13,OASL
RPL13,CDK12
RPL13,PRPF40A
RPL13,DDX51
RPL13,TARBP2
RPL13,PRPF4B
RPL13,HJURP
RPL13,ZFP91
RPL13,PHF6
RPL13,TBP
RPL13,SREK1
RPL13,RIOX1
RPL13,TSPYL2
RPL13,NOL12
RPL13,TOPORS
RPL13,TWNK
RPL13,MRPL17
RPL13,MAP7D1
RPL13,NOL10
RPL13,RBM28
RPL13,MRPL27
RPL13,MRPL13
RPL13,MRPS25
RPL13,NIP7
RPL13,MRPS35
RPL13,DDX54
RPL13,MRPL23
RPL13,ZNF22
RPL13,MRPL28
RPL13,RPL7L1
RPL13,SRSF5
RPL13,PRKRA
RPL13,SRSF6
RPL13,SURF6
RPL13,RSBN1
RPL13,REXO4
RPL13,NCL
RPL13,CCDC137
RPL13,YTHDC2
RPL13,DDX24
RPL13,FTSJ3
RPL13,ZNF317
RPL13,ZFP62
RPL13,TAF1A
RPL13,ZNF512
RPL13,GZF1
RPL13,STAU2
RPL13,STAU1
RPL13,DDX56
RPL13,DDX27
RPL13,CEBPZ
RPL13,AATF
RPL13,DDX10
RPL13,MRPL32
RPL13,NSD2
RPL13,C7orf50
RPL13,TENT4B
RPL13,C8orf33
RPL13,RSL1D1
RPL13,MRPS10
RPL13,PRDM10
RPL13,RRP15
RPL13,PUM3
RPL13,UTP3
RPL13,NOC3L
RPL13,MOV10
RPL13,BMS1
RPL13,ZBTB41
RPL13,HERC5
RPL13,GNL2
RPL13,GLE1
RPL13,ZNF770
RPL13,NSUN4
RPL13,CTCF
RPL13,MPHOSPH10
RPL13,RPF2
RPL13,BOP1
RPL13,PRDM15
RPL13,PPAN-P2RY11
RPL13,TTF1
RPL13,TAF1C
RPL13,IMP4
RPL13,RRS1
RPL13,DDX21
RPL13,MRPS26
RPL13,DKC1
RPL13,NAT10
RPL13,IPO5
RPL13,GLYR1
RPL13,KNOP1
RPL13,DDX31
RPL13,MYBBP1A
RPL13,MRPL11
RPL13,RRP8
RPL13,ZC3HAV1
RPL13,NOP2
RPL13,RBMX2
RPL13,NOP53
RPL13,RBM34
RPL13,ZNF668
RPL13,RPL32
RPL13,ZCCHC7
RPL13,MRPL52
RPL13,BRIX1
RPL13,BRCA1
RPL13,CDC5L
RPL13,CSNK2A1
RPL13,CSNK2B
RPL13,DAXX
RPL13,FAU
RPL13,GRB2
RPL13,ILF3
RPL13,MARS1
RPL13,PIK3R1
RPL13,MAP2K3
RPL13,PXN
RPL13,QARS1
RPL13,RELA
RPL13,RPL3L
RPL13,ANXA7
RPL13,DARS1
RPL13,EIF2S1
RPL13,ESR1
RPL13,RPSA
RPL13,NCK1
RPL13,PLCG1
RPL13,RAD21
RPL13,RPL35A
RPL13,RPS2
RPL13,RPS3
RPL13,RPS12
RPL13,SRC
RPL13,TK1
RPL13,VCAM1
RPL13,EEF1E1
RPL13,MYL12A
RPL13,PABPC1
RPL13,RPL21
RPL13,RPL22
RPL13,RPL24
RPL13,RPL27
RPL13,RPL27A
RPL13,RPL28
RPL13,RPL34
RPL13,RPL38
RPL13,RPS4X
RPL13,RPS5
RPL13,RPS6
RPL13,RPS7
RPL13,RPS9
RPL13,RPS10
RPL13,RPS11
RPL13,RPS14
RPL13,RPS15
RPL13,RPS15A
RPL13,RPS16
RPL13,RPS18
RPL13,RPS19
RPL13,RPS20
RPL13,RPS21
RPL13,RPS23
RPL13,RPS25
RPL13,RPS26
RPL13,RPS27
RPL13,RPS28
RPL13,SMN1
RPL13,SPP1
RPL13,TERF2
RPL13,UBA52
RPL13,MAPKAPK5
RPL13,AIMP1
RPL13,RPL23
RPL13,RACK1
RPL13,UPF2
RPL13,RPS27L
RPL13,CEP70
RPL13,LRRK2
RPL13,RPL26
RPL13,RPL5
RPL13,RPL12
RPL13,RPL17
RPL13,RPLP0
RPL13,RPL4
RPL13,SRPK2
RPL13,RPL7A
RPL13,RPL8
RPL13,RPL30
RPL13,RPL36
RPL13,RPL31
RPL13,RPS13
RPL13,RPL18
RPL13,RPL19
RPL13,RPL18A
RPL13,RPL7
RPL13,RPS8
RPL13,RPL6
RPL13,RPL14
RPL13,RPL11
RPL13,RPL10
RPL13,RPL35
RPL13,RPL23A
RPL13,RPL9
RPL13,RPL15
RPL13,RPLP1
RPL13,RPL37A
RPL13,RPL13A
RPL13,RPL10A
RPL13,NSA2
RPL13,RPS3A
RPL13,RPL3
RPL13,RPL26L1
RPL13,AKT1
RPL13,CHEK1
RBBP4,SPANXN4
RBBP4,TRPS1
RBBP4,ZNF512B
RBBP4,MCM2
RBBP4,LIN37
RBBP4,GATAD1
RBBP4,PPTC7
RBBP4,REXO5
RBBP4,SALL3
RBBP4,SALL1
RBBP4,SHPRH
RBBP4,UBN2
RBBP4,CABIN1
RBBP4,TSHZ3
RBBP4,TSHZ1
RBBP4,NASP
RBBP4,HIRA
RBBP4,OBSL1
RBBP4,PWWP2A
RBBP4,CHD7
RBBP4,PGBD3
RBBP4,ERCC6
RBBP4,SDAD1
RBBP4,MYBL2
RBBP4,MYBL1
RBBP4,CUL7
RBBP4,CCDC8
RBBP4,HJURP
RBBP4,MTF2
RBBP4,ZNF521
RBBP4,ZNF423
RBBP4,EMSY
RBBP4,ASH1L
RBBP4,KDM5A
RBBP4,FBXW8
RBBP4,C17orf49
RBBP4,H3C7
RBBP4,FAM43A
RBBP4,PROX1
RBBP4,ZNF296
RBBP4,TNRC18
RBBP4,BAHCC1
RBBP4,H3C6
RBBP4,H4C2
RBBP4,H4C12
RBBP4,H3C12
RBBP4,H3-3B
RBBP4,H4C13
RBBP4,ING1
RBBP4,E2F4
RBBP4,TFDP2
RBBP4,TFDP1
RBBP4,RBL2
RBBP4,RBL1
RBBP4,ZNF639
RBBP4,ZBTB2
RBBP4,H4C3
RBBP4,H3C10
RBBP4,H4C9
RBBP4,ZNF219
RBBP4,NPAT
RBBP4,ARID4A
RBBP4,SIN3B
RBBP4,CHAF1A
RBBP4,LIN54
RBBP4,MBD2
RBBP4,CHD5
RBBP4,JARID2
RBBP4,CHAF1B
RBBP4,ARID4B
RBBP4,SAP130
RBBP4,BRMS1L
RBBP4,PHF12
RBBP4,SAP30L
RBBP4,LIN9
RBBP4,BPTF
RBBP4,EZH1
RBBP4,LIN52
RBBP4,SUDS3
RBBP4,ASF1A
RBBP4,PWWP2B
RBBP4,MBD3L1
RBBP4,H3C2
RBBP4,TGIF2LX
RBBP4,CDK2AP1
RBBP4,ASF1B
RBBP4,SINHCAF
RBBP4,BRMS1
RBBP4,ING2
RBBP4,GATAD2B
RBBP4,BCL11B
RBBP4,STAT5B
RBBP4,DDB1
RBBP4,MECOM
RBBP4,PHF19
RBBP4,SALL4
RBBP4,PRDM16
RBBP4,ZNF827
RBBP4,BCL11A
RBBP4,AEBP2
RBBP4,CREBBP
RBBP4,PDIA3
RBBP4,NAP1L1
RBBP4,PSMD13
RBBP4,ANXA7
RBBP4,ATP6V1A
RBBP4,BRCA1
RBBP4,CDKN1A
RBBP4,CREB1
RBBP4,CSNK2A1
RBBP4,FN1
RBBP4,XRCC6
RBBP4,HMOX2
RBBP4,LAMP2
RBBP4,LMNA
RBBP4,MCM7
RBBP4,PSMC4
RBBP4,RB1
RBBP4,RPLP0
RBBP4,RPN1
RBBP4,RPN2
RBBP4,SMARCA2
RBBP4,SP1
RBBP4,TK1
RBBP4,H3C1
RBBP4,HDAC3
RBBP4,NCOR1
RBBP4,HDAC4
RBBP4,CBX5
RBBP4,SRSF6
RBBP4,SMARCB1
RBBP4,SMN1
RBBP4,VCP
RBBP4,DDX39B
RBBP4,BAZ1A
RBBP4,GNL3
RBBP4,TSSK3
RBBP4,ZGPAT
RBBP4,MTPN
RBBP4,KMT5A
RBBP4,HMGXB4
RBBP4,HDAC2
RBBP4,GATAD2A
RBBP4,CHD3
RBBP4,CHD4
RBBP4,MTA3
RBBP4,HAT1
RBBP4,HDAC1
RBBP4,RBBP7
RBBP4,PHF6
RBBP4,ZFPM1
RBBP4,SUZ12
RBBP4,MBD3L2
RBBP4,SAP30
RBBP4,MBD3
RBBP4,MTA2
RBBP4,SMARCA1
RBBP4,SMARCA5
RBBP4,EED
RBBP4,EZH2
RBBP4,SIN3A
RPL36,RRS1
RPL36,EBNA1BP2
RPL36,NIP7
RPL36,NCL
RPL36,RPF1
RPL36,CCDC137
RPL36,KNOP1
RPL36,RBM28
RPL36,YTHDC2
RPL36,POP1
RPL36,URB2
RPL36,DDX24
RPL36,FTSJ3
RPL36,PRPF4B
RPL36,DDX21
RPL36,DDX50
RPL36,MYEF2
RPL36,ZNF768
RPL36,ZKSCAN8
RPL36,ZNF184
RPL36,ZNF107
RPL36,ZNF397
RPL36,FLT1
RPL36,ZNF483
RPL36,ZNF317
RPL36,ZNF354A
RPL36,ZNF708
RPL36,ZNF445
RPL36,ZNF616
RPL36,ZNF845
RPL36,ZNF624
RPL36,ZNF791
RPL36,ZNF70
RPL36,ZFP62
RPL36,ZNF629
RPL36,TAF1A
RPL36,DDX55
RPL36,SRPK1
RPL36,ZNF512
RPL36,DKC1
RPL36,PDCD11
RPL36,STAU2
RPL36,SRP72
RPL36,DHX30
RPL36,DDX27
RPL36,CDK12
RPL36,ZSCAN25
RPL36,GLYR1
RPL36,CEBPZ
RPL36,NOL8
RPL36,RSL1D1
RPL36,HP1BP3
RPL36,REXO4
RPL36,DDX31
RPL36,MYBBP1A
RPL36,DDX10
RPL36,PATZ1
RPL36,RPL29
RPL36,URB1
RPL36,SCAF1
RPL36,NSD2
RPL36,C7orf50
RPL36,RRP8
RPL36,TENT4B
RPL36,ZC3HAV1
RPL36,GRSF1
RPL36,H2AX
RPL36,STAU1
RPL36,SRRM1
RPL36,NVL
RPL36,DNTTIP2
RPL36,RSBN1
RPL36,TTF1
RPL36,SURF6
RPL36,PAK1IP1
RPL36,RRP15
RPL36,GTPBP10
RPL36,PUM3
RPL36,NOL10
RPL36,SRSF1
RPL36,RRP1B
RPL36,ZCCHC7
RPL36,DHX8
RPL36,NOP2
RPL36,CENPQ
RPL36,NOC2L
RPL36,SCAF4
RPL36,GNL2
RPL36,RPL36AL
RPL36,BMS1
RPL36,ZNF777
RPL36,NOP53
RPL36,ABT1
RPL36,TEX10
RPL36,RBM34
RPL36,RIOX2
RPL36,GLE1
RPL36,RPL32
RPL36,NOC3L
RPL36,TUT7
RPL36,BRIX1
RPL36,CHD3
RPL36,RSL24D1
RPL36,DDX54
RPL36,MOV10
RPL36,CENPU
RPL36,CENPI
RPL36,NMNAT1
RPL36,ZBTB41
RPL36,CENPC
RPL36,HERC5
RPL36,ZBTB24
RPL36,NTN1
RPL36,ZNF646
RPL36,ZNF668
RPL36,ZNF770
RPL36,CENPN
RPL36,NSA2
RPL36,RPL7L1
RPL36,NSUN4
RPL36,TAF1D
RPL36,NKTR
RPL36,SDAD1
RPL36,MPHOSPH10
RPL36,RPF2
RPL36,SRP68
RPL36,CCDC106
RPL36,BOP1
RPL36,SRSF5
RPL36,BUD13
RPL36,CENPT
RPL36,NSD1
RPL36,DDX51
RPL36,PPAN-P2RY11
RPL36,TAF1C
RPL36,AKAP17A
RPL36,KMT2A
RPL36,SPATS2L
RPL36,GZF1
RPL36,TAF1B
RPL36,ZC3H10
RPL36,ZNF22
RPL36,ZNF16
RPL36,TRMT1L
RPL36,PWP2
RPL36,TFB1M
RPL36,SREK1
RPL36,TOPORS
RPL36,TSPYL2
RPL36,TRIM56
RPL36,IMP4
RPL36,SPTY2D1
RPL36,ZNF689
RPL36,ZNF48
RPL36,CCDC140
RPL36,CNBP
RPL36,MAGEB2
RPL36,PRKRA
RPL36,DARS1
RPL36,DHX15
RPL36,ESR2
RPL36,FN1
RPL36,EIF6
RPL36,KARS1
RPL36,RPSA
RPL36,NONO
RPL36,PTBP1
RPL36,QARS1
RPL36,RPL5
RPL36,RPL10
RPL36,RPL19
RPL36,RPL21
RPL36,RPL22
RPL36,RPL23A
RPL36,RPL26
RPL36,RPL28
RPL36,RPL31
RPL36,RPL34
RPL36,RPL35A
RPL36,RPL38
RPL36,RPS2
RPL36,RPS3
RPL36,RPS4X
RPL36,RPS5
RPL36,RPS7
RPL36,RPS10
RPL36,RPS11
RPL36,RPS12
RPL36,RPS13
RPL36,RPS14
RPL36,RPS15
RPL36,RPS15A
RPL36,RPS16
RPL36,RPS18
RPL36,RPS19
RPL36,RPS20
RPL36,RPS23
RPL36,RPS24
RPL36,RPS25
RPL36,RPS26
RPL36,RPS28
RPL36,UBA52
RPL36,VCAM1
RPL36,AIMP1
RPL36,RPL23
RPL36,EEF1E1
RPL36,HNRNPDL
RPL36,RNPS1
RPL36,RPL35
RPL36,DDX42
RPL36,HSD17B12
RPL36,TRIR
RPL36,RPL10L
RPL36,RPL37A
RPL36,RPL24
RPL36,RPLP2
RPL36,RPLP1
RPL36,RPL4
RPL36,RPL11
RPL36,RPLP0
RPL36,RPL3L
RPL36,RPL3
RPL36,RPL7
RPL36,RPL6
RPL36,RPL26L1
RPL36,RPS3A
RPL36,RPL18
RPL36,WDR12
RPL36,RPL10A
RPL36,RPL18A
RPL36,RPL9
RPL36,GTPBP4
RPL36,RPL8
RPL36,RPS6
RPL36,RPL27
RPL36,RPL12
RPL36,RPS8
RPL36,DDX18
RPL36,RPL17
RPL36,RPL15
RPL36,RPS9
RPL36,RPL13A
RPL36,RPL14
RPL36,RPL30
RPL36,RPL27A
RPL36,RPL7A
RPL4,EBNA1BP2
RPL4,LLPH
RPL4,H2AX
RPL4,DHX57
RPL4,CCDC140
RPL4,DNTTIP2
RPL4,DDX21
RPL4,PWP2
RPL4,RBM19
RPL4,TEX10
RPL4,RPL23AP32
RPL4,CENPQ
RPL4,CNBP
RPL4,SRSF1
RPL4,TAF1B
RPL4,RNF151
RPL4,RRP7A
RPL4,ZNF397
RPL4,ZNF324
RPL4,CENPO
RPL4,HP1BP3
RPL4,ZFC3H1
RPL4,MAGEB10
RPL4,RSBN1
RPL4,CENPU
RPL4,WDR3
RPL4,AHDC1
RPL4,ZNF326
RPL4,U2SURP
RPL4,EXOSC10
RPL4,YBX1
RPL4,GTF3C2
RPL4,URB2
RPL4,ZNF865
RPL4,WDR76
RPL4,ZNF317
RPL4,ZNF107
RPL4,PDCD11
RPL4,TAF1A
RPL4,SRPK1
RPL4,ZNF638
RPL4,DDX52
RPL4,NOL8
RPL4,GTF3C1
RPL4,RRP12
RPL4,URB1
RPL4,NSD2
RPL4,RRP8
RPL4,NGDN
RPL4,SRRM1
RPL4,CENPN
RPL4,TRMT1L
RPL4,SCAF4
RPL4,ITGB3BP
RPL4,NVL
RPL4,TUT7
RPL4,TBL3
RPL4,DGCR8
RPL4,RIOX2
RPL4,CDK12
RPL4,CDK13
RPL4,TOP2A
RPL4,NOL6
RPL4,CENPC
RPL4,NSD1
RPL4,ZNF770
RPL4,POLR1G
RPL4,NEPRO
RPL4,TRIP12
RPL4,POLRMT
RPL4,BBX
RPL4,WDR36
RPL4,TAF1D
RPL4,SRBD1
RPL4,DDX51
RPL4,TEFM
RPL4,CENPV
RPL4,INO80
RPL4,ZNF629
RPL4,LENG8
RPL4,ZNF189
RPL4,PATZ1
RPL4,GTPBP2
RPL4,PHC2
RPL4,TSPYL2
RPL4,TWNK
RPL4,ZNF48
RPL4,MRPL52
RPL4,ADARB1
RPL4,ZNF574
RPL4,H1-1
RPL4,ZNF668
RPL4,DDX50
RPL4,GPATCH4
RPL4,MRPS11
RPL4,MRPL13
RPL4,MRPS25
RPL4,MRPS34
RPL4,MRPS31
RPL4,MRPS9
RPL4,MRPL35
RPL4,ZC3H3
RPL4,MRPS27
RPL4,EPB41L4B
RPL4,MRPS7
RPL4,RRP9
RPL4,FGFBP1
RPL4,SENP3
RPL4,DAP3
RPL4,IL17B
RPL4,MRPS5
RPL4,GAR1
RPL4,MRPS24
RPL4,MRPS26
RPL4,MRPS35
RPL4,LIN28A
RPL4,ABT1
RPL4,H1-4
RPL4,NMNAT1
RPL4,FCF1
RPL4,ZCCHC7
RPL4,MAGEB2
RPL4,RBM4B
RPL4,GTPBP10
RPL4,LUC7L
RPL4,PTCD3
RPL4,SRP72
RPL4,DDX56
RPL4,DDX27
RPL4,KRI1
RPL4,NOM1
RPL4,TENT4B
RPL4,MRPS10
RPL4,RPS4Y2
RPL4,NKRF
RPL4,RRP15
RPL4,PAK1IP1
RPL4,XRN1
RPL4,SPATS2L
RPL4,FAM111A
RPL4,RSL24D1
RPL4,DDX18
RPL4,OASL
RPL4,MRPS33
RPL4,DDX10
RPL4,TRIM56
RPL4,WDR74
RPL4,ZBTB11
RPL4,RPF2
RPL4,BOP1
RPL4,PURA
RPL4,H2AC21
RPL4,PPAN-P2RY11
RPL4,ZNF845
RPL4,ZNF320
RPL4,NOL12
RPL4,RIOX1
RPL4,MRPL55
RPL4,RPL36AL
RPL4,NOL10
RPL4,NOC2L
RPL4,RBM28
RPL4,NPM3
RPL4,ZNF22
RPL4,NSA2
RPL4,RPL7L1
RPL4,SRSF5
RPL4,NPM1
RPL4,ZNF346
RPL4,PRKRA
RPL4,NOP16
RPL4,SRSF6
RPL4,RPF1
RPL4,MAK16
RPL4,SURF6
RPL4,LYAR
RPL4,KRR1
RPL4,REXO4
RPL4,RBM34
RPL4,CCDC137
RPL4,POP1
RPL4,PRPF4B
RPL4,DCAF1
RPL4,BMS1
RPL4,SRPK2
RPL4,ZNF512
RPL4,GZF1
RPL4,STAU1
RPL4,DHX30
RPL4,CEBPZ
RPL4,AATF
RPL4,YTHDC2
RPL4,C7orf50
RPL4,GNL2
RPL4,TTF1
RPL4,RRP1B
RPL4,CTCF
RPL4,CHERP
RPL4,PUM3
RPL4,HERC5
RPL4,PRDM15
RPL4,MPHOSPH10
RPL4,BUD13
RPL4,C8orf33
RPL4,PURB
RPL4,RRS1
RPL4,UTP23
RPL4,KNOP1
RPL4,DKC1
RPL4,NAT10
RPL4,GLYR1
RPL4,DDX31
RPL4,ZC3HAV1
RPL4,SRP68
RPL4,NOP53
RPL4,DDX54
RPL4,TAF1C
RPL4,H1-5
RPL4,RPL28
