Syndrome_id,SYMBOL
Syndrome 4,SKIDA1
Syndrome 4,SLC28A1
Syndrome 4,SLC28A3
Syndrome 4,SLC29A4
Syndrome 4,SLC5A12
Syndrome 4,SLC5A6
Syndrome 4,SLC5A8
Syndrome 4,SOWAHC
Syndrome 4,SPOP
Syndrome 4,SPOPL
Syndrome 4,SPRED3
Syndrome 4,SRPK3
Syndrome 4,SSTR1
Syndrome 4,SSTR2
Syndrome 4,SSTR4
Syndrome 4,SSTR5
Syndrome 4,STOX2
Syndrome 4,TANC1
Syndrome 4,TANC2
Syndrome 4,TFB1M
Syndrome 4,TFB2M
Syndrome 4,TMIGD3
Syndrome 4,TNKS
Syndrome 4,TNKS2
Syndrome 4,TONSL
Syndrome 4,TRMT12
Syndrome 4,UACA
Syndrome 4,UBOX5
Syndrome 4,VIPR2
Syndrome 4,WDR77
Syndrome 4,ZDHHC13
Syndrome 4,ZDHHC17
Syndrome 4,ZRSR2P1
Syndrome 4,ACHE
Syndrome 4,ALDH3A1
Syndrome 4,ANTXR2
Syndrome 4,ARG1
Syndrome 4,CHRM1
Syndrome 4,CHRNA2
Syndrome 4,CTH
Syndrome 4,DNPEP
Syndrome 4,GABRA1
Syndrome 4,GALE
Syndrome 4,GNMT
Syndrome 4,GPHN
Syndrome 4,GRIN3A
Syndrome 4,HSD17B7
Syndrome 4,IFNGR2
Syndrome 4,IGHG1
Syndrome 4,KYNU
Syndrome 4,NAGS
Syndrome 4,PAM
Syndrome 4,PCYT1A
Syndrome 4,PLCE1
Syndrome 4,PYCR1
Syndrome 4,RHO
Syndrome 4,SFTPB
Syndrome 4,SLC16A12
Syndrome 4,SLC22A5
Syndrome 4,SLC25A12
Syndrome 4,SLC6A2
Syndrome 4,SOAT1
Syndrome 4,SPR
Syndrome 4,SRD5A2
Syndrome 4,STX11
Syndrome 4,DGKQ
Syndrome 4,GAP43
Syndrome 4,PLCB2
Syndrome 4,CITED1
Syndrome 4,UCP3
Syndrome 4,PCDH12
Syndrome 4,PLB1
Syndrome 4,GUSBP1
Syndrome 4,AARS1
Syndrome 4,AGXT2
Syndrome 4,EVI2A
Syndrome 4,HIBADH
Syndrome 4,HNRNPLL
Syndrome 4,LINC01391
Syndrome 4,MFSD1
Syndrome 4,MFSD3
Syndrome 4,NFIB
Syndrome 4,NFS1
Syndrome 4,PDXK
Syndrome 4,PHYKPL
Syndrome 4,RRM1
Syndrome 4,SDS
Syndrome 4,SLC16A11
Syndrome 4,SLC16A5
Syndrome 4,SLC16A9
Syndrome 4,SLC17A3
Syndrome 4,SLC36A1
Syndrome 4,SPNS1
Syndrome 4,SPNS2
Syndrome 4,SPNS3
Syndrome 4,USP18
Syndrome 4,ZC3HAV1
