"NodeNames","Score"
"HBIN031378",1.19399626718134e-06
"HBIN035099",1.16549291465539e-06
"HBIN022834",1.16525486069236e-06
"HBIN016080",1.16370788270896e-06
"HBIN035129",1.1605638754294e-06
"HBIN027676",1.15316461206611e-06
"HBIN031340",1.15181470807219e-06
"HBIN021150",1.14519791035979e-06
"HBIN038393",1.13421541351162e-06
"HBIN048514",1.12136494130604e-06
"HBIN020655",1.11533709182855e-06
"HBIN011491",1.0973265277899e-06
"HBIN034749",1.0920088675789e-06
"HBIN026440",1.08265166988682e-06
"HBIN019909",1.08037100406982e-06
"HBIN043442",1.0529916662824e-06
"HBIN014230",1.02741843149046e-06
"HBIN014213",1.0213636938519e-06
"HBIN002102",1.00024068816936e-06
"HBIN046736",9.92083948752599e-07
"HBIN029074",9.89614765720064e-07
"HBIN024343",9.87567257951531e-07
"HBIN023522",9.68270105834683e-07
"HBIN035353",9.62096327369345e-07
"HBIN019296",9.61486163693429e-07
"HBIN018110",9.29804432824134e-07
"HBIN041273",9.21090659548718e-07
"HBIN036452",9.12558140048521e-07
"HBIN032456",9.10218684735326e-07
"HBIN015728",9.04346449414304e-07
"HBIN042862",8.99046660073463e-07
"HBIN021739",8.93645817618123e-07
"HBIN033432",8.92898586854747e-07
"HBIN015193",8.87780953812352e-07
"HBIN029260",8.65055564286859e-07
"HBIN038992",8.63559121340835e-07
"HBIN003405",8.58907360194997e-07
"HBIN030728",8.50507601274286e-07
"HBIN045146",8.40373813635391e-07
"HBIN047738",8.36206959554727e-07
"HBIN024306",8.35617724733793e-07
"HBIN038606",8.35244302107318e-07
"HBIN034384",8.26332980824641e-07
"HBIN018883",8.1239987050588e-07
"HBIN026881",7.9970368891593e-07
"HBIN023623",7.89969736153854e-07
"HBIN040583",7.81508044550153e-07
"HBIN023184",7.8042972521524e-07
"HBIN037603",7.77544191424372e-07
"HBIN025557",7.33231576215582e-07
"HBIN018382",7.12582259195703e-07
"HBIN021990",7.10033487624909e-07
"HBIN020146",7.09021490702583e-07
"HBIN046625",7.09021490702583e-07
"HBIN025543",7.06186027075273e-07
"HBIN027745",6.88982413394588e-07
"HBIN005867",6.88719438065771e-07
"HBIN037281",6.85872771656125e-07
"HBIN009284",6.75582442663303e-07
"HBIN018012",6.70427162461353e-07
"HBIN024875",6.66424016979765e-07
"HBIN026938",6.66392282965645e-07
"HBIN023404",6.59856454055121e-07
"HBIN017652",6.53472278690049e-07
"HBIN024112",6.52381540036289e-07
"HBIN029328",6.48308645035484e-07
"HBIN019252",6.4746264267582e-07
"HBIN032873",6.47312934445555e-07
"HBIN019540",6.46572376580092e-07
"HBIN015547",6.40783065492039e-07
"HBIN020724",6.3831217288831e-07
"HBIN025920",6.27632421215431e-07
"HBIN006367",6.20409646434105e-07
"HBIN008225",6.20409646434105e-07
"HBIN040570",6.20409646434105e-07
"HBIN040573",6.20409646434105e-07
"HBIN047345",6.20409646434105e-07
"HBIN027450",6.20355402401841e-07
"HBIN034281",6.13637622478367e-07
"HBIN038459",6.11901233829094e-07
"HBIN020720",6.08056455658826e-07
"HBIN019321",6.07036916522227e-07
"HBIN040578",6.03844150832153e-07
"HBIN024930",6.02505639113223e-07
"HBIN021422",6.01103171075547e-07
"HBIN047242",6.00774630095592e-07
"HBIN047546",5.88650673043976e-07
"HBIN041726",5.8352501626928e-07
"HBIN040509",5.81782659963428e-07
"HBIN037254",5.78123989430702e-07
"HBIN035317",5.77677674751239e-07
"HBIN025922",5.77326430596052e-07
"HBIN028514",5.74501202529901e-07
"HBIN035224",5.60607545090396e-07
"HBIN015470",5.59493018626536e-07
"HBIN017343",5.47663886361097e-07
"HBIN046657",5.39181786302973e-07
"HBIN043309",5.38617313957238e-07
"HBIN033330",5.34816293240968e-07
"HBIN008663",5.1979141698582e-07
"HBIN041751",5.1937480800532e-07
"HBIN016827",5.17084747659969e-07
"HBIN033777",5.13999290099728e-07
"HBIN018129",5.03688153094484e-07
"HBIN040575",5.03362612118265e-07
"HBIN002911",5.02963022227322e-07
"HBIN035849",4.99733872766331e-07
"HBIN039150",4.98791590455742e-07
"HBIN047126",4.92851854154873e-07
"HBIN026766",4.903650552289e-07
"HBIN029429",4.903650552289e-07
"HBIN017408",4.89234255366522e-07
"HBIN045847",4.89157277994524e-07
"HBIN019233",4.83253214381753e-07
"HBIN019826",4.75494440171988e-07
"HBIN012422",4.71333107702694e-07
"HBIN029444",4.63421671920913e-07
"HBIN043221",4.63089422161041e-07
"HBIN048464",4.62418806069942e-07
"HBIN032989",4.50495699759285e-07
"HBIN034499",4.47842836957488e-07
"HBIN044212",4.45007373330178e-07
"HBIN035298",4.40410418787475e-07
"HBIN046412",4.3798671717916e-07
"HBIN026335",4.35910462374426e-07
"HBIN027811",4.32144380947403e-07
"HBIN043195",4.32144380947403e-07
"HBIN044218",4.32144380947403e-07
"HBIN046469",4.32144380947403e-07
"HBIN021486",4.25867206491628e-07
"HBIN018048",4.22988609090408e-07
"HBIN003176",4.20593490729872e-07
"HBIN023936",4.17451666970506e-07
"HBIN034673",4.17451666970506e-07
"HBIN036984",4.17451666970506e-07
"HBIN039438",4.17451666970506e-07
"HBIN044226",4.17451666970506e-07
"HBIN025897",4.1487628792601e-07
"HBIN020330",4.14298891764644e-07
"HBIN002554",4.11174898943503e-07
"HBIN037263",4.09563346600827e-07
"HBIN018729",4.09522097106486e-07
"HBIN037768",4.06858473917666e-07
"HBIN027678",4.04515393596222e-07
"HBIN028429",4.03695735687944e-07
"HBIN020363",4.02430415258166e-07
"HBIN030411",4.01453526357571e-07
"HBIN029428",4.00886171368553e-07
"HBIN028044",4.00545433726046e-07
"HBIN034527",4.00545433726046e-07
"HBIN016494",3.99672081948761e-07
"HBIN031102",3.99672081948761e-07
"HBIN038628",3.99672081948761e-07
"HBIN029485",3.96929846238562e-07
"HBIN026062",3.92973944529276e-07
"HBIN045176",3.89144129426722e-07
"HBIN030924",3.88399761434331e-07
"HBIN015475",3.86874399470035e-07
"HBIN012481",3.82676954972622e-07
"HBIN017128",3.75124927673734e-07
"HBIN009957",3.74709666090916e-07
"HBIN035297",3.69566277853074e-07
"HBIN033476",3.67700021503726e-07
"HBIN027166",3.62254123900356e-07
"HBIN036631",3.5923099268901e-07
"HBIN016040",3.56123867232021e-07
"HBIN034389",3.5367449504546e-07
"HBIN047752",3.52079668807085e-07
"HBIN014367",3.50995964882011e-07
"HBIN024967",3.47809631239688e-07
"HBIN025944",3.47390665037287e-07
"HBIN003093",3.46121322252886e-07
"HBIN046033",3.45454589314903e-07
"HBIN017866",3.43797922852739e-07
"HBIN022782",3.42962161462402e-07
"HBIN000292",3.41523945894439e-07
"HBIN023700",3.41003765591554e-07
"HBIN025313",3.39846292066647e-07
"HBIN034311",3.39846292066647e-07
"HBIN014792",3.36124885990387e-07
"HBIN025963",3.36100575865084e-07
"HBIN024978",3.33886536790672e-07
"HBIN017356",3.29160995519302e-07
"HBIN048368",3.28924346763646e-07
"HBIN044638",3.27960339014338e-07
"HBIN037713",3.2397901075346e-07
"HBIN047456",3.22548588419286e-07
"HBIN042712",3.20798824008753e-07
"HBIN035605",3.1948742500529e-07
"HBIN039070",3.18130686394649e-07
"HBIN029523",3.17483982906075e-07
"HBIN015485",3.15212083690965e-07
"HBIN030925",3.15097346631563e-07
"HBIN034395",3.15097346631563e-07
"HBIN021138",3.14642621536661e-07
"HBIN032903",3.12645348606459e-07
"HBIN033428",3.12273297236755e-07
"HBIN033253",3.11727890219022e-07
"HBIN013056",3.08519426396874e-07
"HBIN047579",3.07289736507829e-07
"HBIN026872",3.07152322336459e-07
"HBIN002123",3.06644949012593e-07
"HBIN026603",3.06644949012593e-07
"HBIN019659",3.06542532906199e-07
"HBIN042875",3.06430961004999e-07
"HBIN034220",3.05651270453612e-07
"HBIN039014",3.056111614799e-07
"HBIN010875",3.04931496705343e-07
"HBIN015143",3.04294259419488e-07
"HBIN011806",3.02331043445911e-07
"HBIN039185",3.0230047765573e-07
"HBIN015476",3.02138383206166e-07
"HBIN039386",3.01838141228016e-07
"HBIN019643",3.01158686350464e-07
"HBIN037640",3.00404632654666e-07
"HBIN037642",3.00404632654666e-07
"HBIN010599",2.99261907727881e-07
"HBIN014475",2.98895682028053e-07
"HBIN021673",2.98895682028053e-07
"HBIN028522",2.98895682028053e-07
"HBIN039584",2.98895682028053e-07
"HBIN046078",2.98304612560288e-07
"HBIN041274",2.97140452801977e-07
"HBIN001307",2.9531234805286e-07
"HBIN021482",2.95205599447734e-07
"HBIN006849",2.94511359560667e-07
"HBIN046860",2.93579852926441e-07
"HBIN010390",2.91448832208876e-07
"HBIN026610",2.90246089091999e-07
"HBIN039544",2.89262507082069e-07
"HBIN018247",2.88956770095109e-07
"HBIN034524",2.88956770095109e-07
"HBIN024567",2.87412818812948e-07
"HBIN006072",2.83899625765582e-07
"HBIN006127",2.83834586404037e-07
"HBIN025965",2.83834586404037e-07
"HBIN021604",2.81989448783593e-07
"HBIN023058",2.81989448783593e-07
"HBIN019657",2.78781992723186e-07
"HBIN048174",2.78542230912372e-07
"HBIN004817",2.78329829505568e-07
"HBIN046405",2.76871815741198e-07
"HBIN004821",2.72487493273812e-07
"HBIN006083",2.72487493273812e-07
"HBIN022393",2.72050536850649e-07
"HBIN018071",2.47607328402525e-07
"HBIN036636",2.47607328402525e-07
"HBIN038965",2.42345422917731e-07
"HBIN037247",2.42272854156008e-07
"HBIN015139",2.1568241515101e-07
"HBIN015152",2.1568241515101e-07
"HBIN015154",2.1568241515101e-07
"HBIN003247",1.99116919549057e-07
"HBIN015142",1.99116919549057e-07
"HBIN015151",1.99116919549057e-07
"HBIN037220",1.98391304768183e-07
"HBIN045128",1.93579538610344e-07
"HBIN013721",1.81711798256873e-07
"HBIN006480",1.72599199312957e-07
"HBIN024745",1.72599199312957e-07
"HBIN035356",1.61988778865856e-07
"HBIN042020",1.60122522516509e-07
"HBIN031539",1.44017999757927e-07
"HBIN002818",1.40202593837113e-07
"HBIN031538",1.02125446353093e-07
"HBIN022755",9.82777074744693e-08
"HBIN031535",9.69144777305423e-08
"HBIN031536",9.69144777305423e-08
"HBIN031540",9.1708541293685e-08
"HBIN045126",8.79347490389888e-08
"HBIN015158",8.76827830762683e-08
"HBIN024357",8.68988599179015e-08
"HBIN014748",8.17885983907563e-08
"HBIN042015",7.66983762947229e-08
"HBIN014990",7.06436386561625e-08
"HBIN014997",7.06436386561625e-08
"HBIN019914",7.06436386561625e-08
"HBIN023837",7.06436386561625e-08
"HBIN031541",7.06436386561625e-08
"HBIN012725",7.02021448797459e-08
"HBIN035817",6.98964078927864e-08
