"NodeNames","Score"
"HBIN001991",0.0126051534454169
"HBIN014685",0.00319041301181689
"HERB004984",0.00198733690300259
"HBIN034423",0.00194520896554479
"HBIN041495",0.00138999722443562
"HERB004004",0.00137858231673539
"HBIN020984",0.00128451337380929
"HBIN007081",0.000706950244921783
"HBIN019786",0.000647243533868185
"HERB001210",0.00057380685155564
"HBIN038026",0.000562417611325308
"HBIN028041",0.000501376786024338
"HBIN021985",0.000347935449219241
"HBIN008361",0.000346953614845114
"HBIN034357",0.00028551656279149
"HBIN042852",0.000282301321649723
"HBIN001977",0.000259183528511636
"HBIN026067",0.000246855552264122
"HBIN031753",0.000239530425487278
"HBIN033751",0.000229142352994533
"HBIN036308",0.00019582867266825
"HBIN020653",0.000192343655639107
"HERB004719",0.000176946536980417
"HBIN004074",0.000175217691342661
"HBIN047579",0.000160458840515219
"HBIN025006",0.000131216956991383
"HBIN027528",0.00012180250942754
"HBIN036795",0.00011297175084971
"HBIN035746",0.000112901476506662
"HERB004011",0.000112890541217813
"HBIN045028",0.000111696308462207
"HERB000222",0.00010898713376909
"HBIN014693",9.94291437910683e-05
"HBIN035106",9.51713214017422e-05
"HBIN047613",9.11420681096934e-05
"HBIN033911",8.73258532904786e-05
"HBIN034596",8.42176174940369e-05
"HBIN039001",8.42176174940369e-05
"HBIN036162",8.20161407471048e-05
"HBIN021308",8.12556972040137e-05
"HBIN037169",7.98574520116031e-05
"HBIN012459",7.57897887521464e-05
"HBIN004958",7.54514594188754e-05
"HBIN037160",7.54027763983738e-05
"HBIN015193",7.53060317291404e-05
"HERB003997",7.52065163019684e-05
"HBIN007902",7.45251367092793e-05
"HBIN024957",7.1614368204889e-05
"HBIN027764",6.86528920678758e-05
"HBIN022577",6.82376483978263e-05
"HBIN037187",5.10815949946438e-05
"HBIN018278",5.06684098035839e-05
"HBIN045062",4.97794475215971e-05
"HBIN036907",4.62058415421641e-05
"HBIN020406",4.41303000162197e-05
"HBIN041332",4.15861875325919e-05
"HBIN045073",3.8980568455696e-05
"HBIN048047",3.60745509202502e-05
"HBIN011719",3.59576100605878e-05
"HBIN035120",3.52872070580394e-05
"HBIN027746",3.34429824572034e-05
"HBIN042172",2.9029143380125e-05
"HBIN027747",2.79036009264401e-05
"HBIN024936",2.73230769759902e-05
"HERB005732",2.34268397254756e-05
"HBIN003422",2.22103772529416e-05
"HBIN018094",2.09276446060455e-05
"HBIN047744",2.08120149712143e-05
"HBIN038023",1.96306472965504e-05
"HBIN002579",1.85684387304937e-05
