Ingredient_id,Target_name
HBIN031753,PSMD3
HBIN031753,PRSS1
HBIN031753,MAPK8
HBIN031753,PPP3CA
HBIN031753,PPARG
HBIN031753,POLD1
HBIN031753,PGR
HBIN031753,NOS2
HBIN031753,MMP1
HBIN031753,JUN
HBIN031753,INSR
HBIN031753,IKBKB
HBIN031753,ICAM1
HBIN031753,HMOX1
HBIN031753,HAS2
HBIN031753,GSTP1
HBIN031753,GSTM2
HBIN031753,GSTM1
HBIN031753,ESR2
HBIN031753,ESR1
HBIN031753,DIO1
HBIN031753,CYP3A4
HBIN031753,CYP1B1
HBIN031753,CYP1A2
HBIN031753,CYP1A1
HBIN031753,CHRM1
HBIN031753,CASP3
HBIN031753,CALM3
HBIN031753,BCL2
HBIN031753,BAX
HBIN031753,AR
HBIN031753,ALOX5
HBIN031753,AKT1
HBIN031753,AHR
HBIN031753,ACHE
HBIN032812,CHRM3
HBIN032812,PRSS1
HBIN032812,GABRA1
HBIN032812,ACHE
HBIN032812,TP53
HBIN032812,PTGS2
HBIN032812,GNRH1
HBIN033245,IL4
HBIN033245,IFNG
HBIN033245,HMGCR
HBIN033245,CYP2C9
HBIN033245,CYP2C19
HBIN033245,BCL2
HBIN033245,BAD
HBIN034281,NR3C1
HBIN034281,ESR1
HBIN034281,AR
HBIN034281,PGR
HBIN034504,ESR1
HBIN034504,PTGS2
HBIN034504,CHRM1
HBIN034504,DPP4
HBIN034504,CHEK1
HBIN034504,LTA4H
HBIN034504,AR
HBIN034504,ADRB2
HBIN034504,NOS2
HBIN034504,CDK2
HBIN034504,CA2
HBIN034504,PIM1
HBIN034504,DPEP1
HBIN034504,PTGS1
HBIN034504,CHRM2
HBIN034504,RXRA
HBIN034504,SLC6A4
HBIN034504,MAPK14
HBIN034507,PTGS2
HBIN034507,RXRA
HBIN034507,NOS2
HBIN034507,MAOB
HBIN034507,ESR1
HBIN034507,MAPK14
HBIN034507,DPP4
HBIN034507,LTA4H
HBIN034507,CHRM2
HBIN034507,PIM1
HBIN034507,CHEK1
HBIN034507,PTGS1
HBIN034507,AR
HBIN034507,CA2
HBIN034507,CHRM1
HBIN034507,ADRB2
HBIN034507,GABRA1
HBIN034507,DPEP1
HBIN034507,SLC6A4
HBIN034507,PPARG
HBIN034507,CDK2
HBIN035198,PTGS2
HBIN035198,DRD1
HBIN035198,RXRA
HBIN035198,CCNA2
HBIN035198,ADRA1D
HBIN035198,AR
HBIN035198,ACHE
HBIN035198,MAPK14
HBIN035198,NCOA1
HBIN035198,CHRM2
HBIN035198,DPP4
HBIN035198,CHEK1
HBIN035198,PPARG
HBIN035198,CHRM5
HBIN035198,OPRM1
HBIN035198,GSK3B
HBIN035198,CHRM1
HBIN035198,NOS2
HBIN035198,ESR1
HBIN035198,CDK2
HBIN035198,ESR2
HBIN035198,OPRD1
HBIN035198,ADRB2
HBIN035198,SCN5A
HBIN035198,GABRA1
HBIN035198,CA2
HBIN035198,PRSS1
HBIN035198,CHRNA7
HBIN035198,SLC6A4
HBIN035198,PIM1
HBIN035198,CHRM3
HBIN035224,PRSS1
HBIN035224,CA2
HBIN035224,DPEP1
HBIN035224,DPP4
HBIN035224,PTGS2
HBIN035224,PTGS1
HBIN035224,MAOB
HBIN035224,GRIA2
HBIN035224,ADRA2A
HBIN035297,NCOA2
HBIN035297,NOS2
HBIN035297,ACHE
HBIN035297,PPARG
HBIN035297,CA2
HBIN035297,RXRA
HBIN035297,PTGS2
HBIN035297,PTGS1
HBIN035329,ACHE
HBIN035329,PPARG
HBIN035353,PPARG
HBIN035353,PTGS1
HBIN035353,NCOA2
HBIN035353,ACHE
HBIN035353,TNF
HBIN035353,RELA
HBIN035353,PTGS2
HBIN035353,PTGER3
HBIN035353,IL10
HBIN035353,IL6
HBIN036067,PRSS1
HBIN036067,AR
HBIN036067,NR3C1
HBIN036067,GABRA1
HBIN036159,DPP4
HBIN036159,PTGS1
HBIN036159,BCHE
HBIN036159,PRSS1
HBIN036159,NCOA1
HBIN036159,NOS2
HBIN036159,PTGS2
HBIN036159,PLA2G1B
HBIN036159,ACHE
HBIN036159,NCOA2
HBIN036159,LCAT
HBIN036308,PRDX5
HBIN036308,UCHL1
HBIN036308,RAF1
HBIN036308,MPO
HBIN036308,JUN
HBIN036308,EIF6
HBIN036308,CXCL8
HBIN036308,FUS
HBIN036308,FOS
HBIN036308,CYP1A1
HBIN036308,BCL2
HBIN036568,CDK2
HBIN036568,CHEK1
HBIN036568,PPARG
HBIN036568,MAPK14
HBIN036568,GSK3B
HBIN036568,NOS2
HBIN036568,DPP4
HBIN036568,PIM1
HBIN036568,ESR1
