"NodeNames","Score"
"HBIN001991",0.0132707251212223
"HBIN014685",0.00328853590364686
"HERB004984",0.0021072393275699
"HBIN034423",0.00205870906237713
"HERB004004",0.00177632664215292
"HBIN041495",0.00158176355528683
"HBIN020984",0.00133895855353468
"HBIN031753",0.000352786097702097
"HBIN034357",0.000296806034339124
"HBIN042852",0.00029349610951323
"HBIN001977",0.000280451855338491
"HBIN026067",0.000269351234149687
"HBIN033751",0.000260943482273666
"HERB004719",0.000215858884302873
"HBIN020653",0.000204386275495233
"HBIN004074",0.000176181050120705
"HBIN045833",0.000170600081102562
"HBIN025006",0.000168716739673326
"HBIN047579",0.000160121798177235
"HBIN035746",0.000135048132385045
"HBIN027528",0.000125313954057803
"HBIN045028",0.000116640411232948
"HBIN036795",0.000114561289148001
"HBIN014693",0.000106675044705688
"HBIN047613",0.00010465573271142
"HBIN024957",0.000102313060002882
"HBIN035106",0.000100445108951082
"HBIN021308",8.59504632221037e-05
"HBIN037169",8.55218674799097e-05
"HBIN034596",8.41497146177653e-05
"HBIN039001",8.41497146177653e-05
"HBIN022577",8.28430398963619e-05
"HBIN012459",8.04835184727139e-05
"HBIN004958",8.04342714712098e-05
"HBIN037160",7.99633348231747e-05
"HBIN007902",7.90214743589838e-05
"HBIN015193",7.90214743589838e-05
"HBIN027764",6.95875763969054e-05
"HERB004201",6.21599456761024e-05
"HBIN020280",6.11034376331438e-05
"HBIN045062",5.9609280817945e-05
"HBIN018278",5.84805703435302e-05
"HBIN037187",5.40998165249556e-05
"HBIN020406",4.3898439964859e-05
"HBIN041332",4.28444840353443e-05
"HBIN036907",4.15865310963699e-05
"HBIN045073",4.15838781283414e-05
"HBIN027746",3.49634133680897e-05
"HBIN027747",3.49597347222599e-05
"HBIN042172",2.99555432302886e-05
"HBIN034394",2.93380906537364e-05
"HBIN024936",2.81234932817058e-05
"HBIN003422",2.67492722270405e-05
"HBIN032754",2.42926507722501e-05
"HBIN018094",2.24196130102531e-05
"HBIN023356",2.22033221392915e-05
"HBIN047744",2.21951625717651e-05
"HBIN027751",1.99626636919631e-05
"HBIN038739",1.68754629069894e-05
"HBIN038740",1.68754629069894e-05
"HBIN015368",1.60195919876152e-05
"HBIN038680",1.50051142598877e-05
"HBIN023366",1.4754230156541e-05
"HBIN037485",1.3582191985181e-05
"HBIN027030",1.25228421350467e-05
"HBIN042307",1.21367398794006e-05
"HBIN042501",1.10763924035579e-05
"HBIN030301",9.61289742633449e-06
"HBIN014684",9.56877417671852e-06
"HBIN044918",8.69577825746979e-06
"HBIN045071",8.35850812612125e-06
"HBIN026800",7.85561956569983e-06
"HBIN038485",7.70014732263477e-06
"HBIN037940",7.62616714453057e-06
"HBIN039072",6.9894846070772e-06
"HBIN036176",6.77673741229302e-06
"HBIN019475",6.61170584424956e-06
"HBIN020643",6.55805212178679e-06
"HBIN025611",6.48991237180064e-06
"HBIN039372",6.4551105114419e-06
"HBIN032842",6.31220392477903e-06
"HBIN047030",6.31145666067523e-06
"HBIN030311",6.28772502246442e-06
"HBIN042162",6.06451138624943e-06
"HBIN015580",6.02748514743775e-06
"HBIN022819",5.91515843567922e-06
"HBIN035353",5.89728483269045e-06
"HBIN040358",5.74085400064609e-06
"HBIN028530",5.53722789112891e-06
"HBIN042339",5.53120724669012e-06
"HBIN017715",5.51129212266119e-06
"HBIN015668",5.31082194312786e-06
"HBIN016568",5.21483173291299e-06
"HBIN018535",5.16589629803769e-06
"HBIN013399",5.07610395749634e-06
"HBIN015934",4.97118375575752e-06
"HBIN033733",4.9621095866041e-06
"HBIN038752",4.89756506757411e-06
"HBIN019502",4.70673048655521e-06
"HBIN020253",4.66025061122245e-06
"HBIN015724",4.63044296106538e-06
"HBIN037281",4.57165498930574e-06
"HBIN029013",4.39827921527042e-06
"HBIN029074",4.39703136893307e-06
"HBIN041639",4.36502888117566e-06
"HBIN024976",4.36166108674204e-06
"HBIN038749",4.25782942342026e-06
"HBIN041903",4.22373353144642e-06
"HBIN015651",4.16066377947642e-06
"HBIN027745",4.11197819598913e-06
"HBIN046736",4.09015906072404e-06
"HBIN018012",4.07707316326022e-06
"HBIN003599",4.07453040917091e-06
"HBIN045937",4.00682566563364e-06
"HBIN028275",3.99194447796351e-06
"HBIN048460",3.97061127632893e-06
"HBIN027158",3.91250683990021e-06
"HBIN024310",3.87394435688341e-06
"HBIN020657",3.86444656750249e-06
"HBIN021902",3.81665889576583e-06
"HBIN041032",3.79546205520838e-06
"HBIN011726",3.78518299160137e-06
"HBIN018017",3.75783584190965e-06
"HBIN028048",3.73505477559507e-06
"HBIN008784",3.7299744717628e-06
"HBIN017968",3.69991271619532e-06
"HBIN015533",3.69902997112169e-06
"HBIN021307",3.6928629103147e-06
"HBIN027762",3.69253249970292e-06
"HBIN041334",3.68725521351297e-06
"HBIN003510",3.67393005924445e-06
"HBIN033315",3.66918811222183e-06
"HBIN021904",3.65822912901569e-06
"HBIN015702",3.65740598353336e-06
"HBIN026019",3.64947279141923e-06
"HBIN029260",3.63771862318468e-06
"HBIN017992",3.59682342297681e-06
"HBIN015462",3.54910952834402e-06
"HBIN020789",3.51913266212764e-06
"HBIN005911",3.51668345110575e-06
"HBIN020962",3.46311276557056e-06
"HBIN001614",3.46164426220585e-06
"HBIN003457",3.45744587555547e-06
"HBIN022017",3.45690493841572e-06
"HBIN026855",3.43299452164182e-06
"HBIN033267",3.39738788248782e-06
"HBIN003305",3.37680507142497e-06
"HBIN025610",3.3535065422421e-06
"HBIN015547",3.34313285938244e-06
"HBIN005451",3.33654122598476e-06
"HBIN015535",3.33436079342741e-06
"HBIN028535",3.33416241653252e-06
"HBIN040304",3.32988611068303e-06
"HBIN048842",3.30958721162509e-06
"HBIN039895",3.30239306717882e-06
"HBIN023608",3.28866185309552e-06
"HBIN005113",3.28737426330219e-06
"HBIN042875",3.28632504797644e-06
"HBIN036050",3.27211670863266e-06
"HBIN030753",3.26755273563633e-06
"HBIN005801",3.25940499202427e-06
"HBIN033895",3.25526777070803e-06
"HBIN018148",3.25480012085951e-06
"HBIN023204",3.25229298253607e-06
"HBIN039995",3.24201948900402e-06
"HBIN018263",3.19027227218342e-06
"HBIN040587",3.177137344675e-06
"HBIN023190",3.15838245422952e-06
"HBIN015613",3.15204754682825e-06
"HBIN030745",3.1509547729893e-06
"HBIN020827",3.1414309897547e-06
"HBIN040347",3.1414309897547e-06
"HBIN015672",3.13449976341141e-06
"HBIN010106",3.131636781238e-06
"HBIN023588",3.1063336565096e-06
"HBIN009836",3.08704657493847e-06
"HBIN036053",3.08151738095571e-06
"HBIN036044",3.07228509124421e-06
"HBIN001903",3.03539286844579e-06
"HBIN036819",3.03224184798327e-06
"HBIN025336",3.02142286217673e-06
"HBIN018223",3.01548588344987e-06
"HBIN026390",2.99769065433873e-06
"HBIN022494",2.9920515559358e-06
"HBIN046033",2.9822173070851e-06
"HBIN019224",2.96552802839769e-06
"HBIN028528",2.96552802839769e-06
"HBIN001951",2.95556664013025e-06
"HBIN015955",2.95556664013025e-06
"HBIN019825",2.9321350973889e-06
"HBIN036185",2.9287979814804e-06
"HBIN018266",2.9275700014342e-06
"HBIN018469",2.92166157302121e-06
"HBIN018341",2.91844106286595e-06
"HBIN044475",2.91613527989967e-06
"HBIN047037",2.87275082162158e-06
"HBIN016516",2.868530160242e-06
"HBIN001948",2.8565193629644e-06
"HBIN022771",2.85375786680244e-06
"HBIN027567",2.84609589854561e-06
"HBIN027798",2.84062593357389e-06
"HBIN028529",2.80825730336545e-06
"HBIN041604",2.80825730336545e-06
"HBIN036067",2.78405368615722e-06
"HBIN033218",2.7751047759386e-06
"HBIN018033",2.77474841971285e-06
"HBIN037562",2.77276342918603e-06
"HBIN026420",2.76503978567933e-06
"HBIN003487",2.74990552735128e-06
"HBIN037220",2.74990552735128e-06
"HBIN040932",2.74990552735128e-06
"HBIN003405",2.74363140811103e-06
"HBIN017987",2.74336893584409e-06
"HBIN043061",2.73996779979617e-06
"HBIN015211",2.73830842802456e-06
"HBIN002102",2.73268493769601e-06
"HBIN026379",2.73257253724829e-06
"HBIN019336",2.71516240548976e-06
"HBIN009501",2.70071207195459e-06
"HBIN019226",2.68790928518437e-06
"HBIN018183",2.68190172735154e-06
"HBIN042055",2.67779780619616e-06
