Syndrome_id,SYMBOL
Syndrome 1,DNASE1
Syndrome 1,DNASE1L1
Syndrome 1,DNASE1L2
Syndrome 1,DPP7
Syndrome 1,EFNA2
Syndrome 1,EFNA3
Syndrome 1,EFNA4
Syndrome 1,ENPP2
Syndrome 1,ENPP3
Syndrome 1,ENPP4
Syndrome 1,ENPP5
Syndrome 1,ENPP6
Syndrome 1,EPHB3
Syndrome 1,ERG
Syndrome 1,ERMAP
Syndrome 1,ERN1
Syndrome 1,EVA1C
Syndrome 1,FAM20B
Syndrome 1,FBN3
Syndrome 1,FBXO2
Syndrome 1,FBXO44
Syndrome 1,FBXO6
Syndrome 1,FCAR
Syndrome 1,FCGR1A
Syndrome 1,FCGR3B
Syndrome 1,FNDC1
Syndrome 1,FOLR2
Syndrome 1,FSD2
Syndrome 1,FUCA2
Syndrome 1,GAB1
Syndrome 1,GABBR2
Syndrome 1,GALNT12
Syndrome 1,GALNT13
Syndrome 1,GALNT15
Syndrome 1,GALNT17
Syndrome 1,GALNT18
Syndrome 1,GALNT4
Syndrome 1,GALNT5
Syndrome 1,GALNT6
Syndrome 1,GALNT7
Syndrome 1,GALNT8
Syndrome 1,GALNT9
Syndrome 1,GALNTL5
Syndrome 1,GALNTL6
Syndrome 1,GAST
Syndrome 1,GCNT1
Syndrome 1,GCNT4
Syndrome 1,GCNT7
Syndrome 1,GFOD2
Syndrome 1,GFRA3
Syndrome 1,GLB1L
Syndrome 1,GLB1L2
Syndrome 1,GLB1L3
Syndrome 1,GRIA4
Syndrome 1,GRIK1
Syndrome 1,GRIK3
Syndrome 1,GRIK5
Syndrome 1,GSPT1
Syndrome 1,HCK
Syndrome 1,HLA-C
Syndrome 1,HLA-DMA
Syndrome 1,HLA-F
Syndrome 1,HLA-G
Syndrome 1,HSP90B1
Syndrome 1,HTR3B
Syndrome 1,HTR3C
Syndrome 1,HTR3D
Syndrome 1,HTR3E
Syndrome 1,ICAM5
Syndrome 1,IFNL1
Syndrome 1,IFNLR1
Syndrome 1,IGDCC3
Syndrome 1,IGDCC4
Syndrome 1,IGKV3D-7
Syndrome 1,IGLL5
Syndrome 1,IGSF9B
Syndrome 1,IL22
Syndrome 1,IL22RA1
Syndrome 1,IL25
Syndrome 1,IL33
Syndrome 1,IL34
Syndrome 1,IL3RA
Syndrome 1,IL6R
Syndrome 1,IMMP2L
Syndrome 1,INS-IGF2
Syndrome 1,IRAK3
Syndrome 1,IRGM
Syndrome 1,ITGB7
Syndrome 1,JAML
Syndrome 1,KCNA4
Syndrome 1,KIRREL1
Syndrome 1,KIRREL2
Syndrome 1,KLB
Syndrome 1,KRTAP5-2
Syndrome 1,KRTAP5-3
Syndrome 1,LAMA5
Syndrome 1,LAMB4
Syndrome 1,LAMC1
Syndrome 1,LASP1
Syndrome 1,LCN9
Syndrome 1,LCTL
Syndrome 1,LGALS12
Syndrome 1,LGALS13
Syndrome 1,LGALS14
Syndrome 1,LGALS16
Syndrome 1,LGALS4
Syndrome 1,LGALS7
Syndrome 1,LGALS9
Syndrome 1,LGALS9B
Syndrome 1,LGALS9C
Syndrome 1,LGALSL
Syndrome 1,LRIT1
Syndrome 1,LTF
Syndrome 1,LY86
Syndrome 1,LY96
Syndrome 1,M6PR
Syndrome 1,MAN1A2
Syndrome 1,MAN1C1
Syndrome 1,MAN2A1
Syndrome 1,MAN2A2
Syndrome 1,MAN2B2
Syndrome 1,MEGF9
Syndrome 1,MELTF
Syndrome 1,MEP1B
Syndrome 1,MST1R
Syndrome 1,NAPSA
Syndrome 1,NCAN
Syndrome 1,NECTIN2
Syndrome 1,NECTIN3
Syndrome 1,NEO1
Syndrome 1,NHLRC4
Syndrome 1,NLGN1
Syndrome 1,NLGN2
Syndrome 1,NLGN3
Syndrome 1,NLGN4Y
Syndrome 1,NRXN2
Syndrome 1,NTN4
Syndrome 1,NUDT11
Syndrome 1,NUDT14
Syndrome 1,NUDT5
Syndrome 1,NUDT7
Syndrome 1,NUDT8
Syndrome 1,OLFML2A
Syndrome 1,OLFML2B
Syndrome 1,P2RX3
Syndrome 1,P2RX4
Syndrome 1,P2RX5
Syndrome 1,P2RX6
Syndrome 1,P4HA1
Syndrome 1,PAPLN
Syndrome 1,PCTP
Syndrome 1,PGA3
Syndrome 1,PGA4
Syndrome 1,PGM1
Syndrome 1,PHF11
Syndrome 1,PHF7
Syndrome 1,PIP
Syndrome 1,PLBD1
Syndrome 1,PLBD2
Syndrome 1,PLXNA2
Syndrome 1,PLXNB1
Syndrome 1,POC1B-GALNT4
Syndrome 1,POLR2F
Syndrome 1,POLR2I
Syndrome 1,POLR2J3
Syndrome 1,POLR2K
Syndrome 1,POLR2L
Syndrome 1,POLR3H
Syndrome 1,POLR3K
Syndrome 1,POTEE
Syndrome 1,POTEI
Syndrome 1,POTEJ
Syndrome 1,PRDX6
Syndrome 1,PRTG
Syndrome 1,PTPRA
Syndrome 1,PTPRM
Syndrome 1,PTPRZ1
Syndrome 1,PVR
Syndrome 1,QPCT
Syndrome 1,QPCTL
Syndrome 1,RDH14
Syndrome 1,RFPL1
Syndrome 1,RFPL2
Syndrome 1,RFPL3
Syndrome 1,RFPL4A
Syndrome 1,RFPL4AL1
Syndrome 1,RFPL4B
Syndrome 1,RIPK2
Syndrome 1,RNF112
Syndrome 1,RNF186
Syndrome 1,RNF39
Syndrome 1,SAMD7
Syndrome 1,SDK1
Syndrome 1,SEC11A
Syndrome 1,SEMA4C
Syndrome 1,SEMA4F
Syndrome 1,SEMA5B
Syndrome 1,SEMA6C
Syndrome 1,SEMA6D
Syndrome 1,SEMA7A
Syndrome 1,SERPINA3
Syndrome 1,SETD1A
Syndrome 1,SETD1B
Syndrome 1,SETDB1
Syndrome 1,SFTPD
Syndrome 1,SH3RF3
Syndrome 1,SIGLEC1
Syndrome 1,SIGLEC7
Syndrome 1,SMYD4
Syndrome 1,SMYD5
Syndrome 1,SP140
Syndrome 1,SP140L
Syndrome 1,ST6GAL1
Syndrome 1,SUMO4
Syndrome 1,TAGLN2
Syndrome 1,TCEA1
Syndrome 1,TCEA3
Syndrome 1,TCEANC2
Syndrome 1,TCF20
Syndrome 1,TGFBR3
Syndrome 1,TM7SF2
Syndrome 1,TNFRSF25
Syndrome 1,TNFRSF6B
Syndrome 1,TNFSF14
Syndrome 1,TRAF3
Syndrome 1,TRAF4
Syndrome 1,TRIB2
Syndrome 1,TRIM10
Syndrome 1,TRIM11
Syndrome 1,TRIM15
Syndrome 1,TRIM17
Syndrome 1,TRIM31
Syndrome 1,TRIM34
Syndrome 1,TRIM4
Syndrome 1,TRIM40
Syndrome 1,TRIM41
Syndrome 1,TRIM43
Syndrome 1,TRIM48
Syndrome 1,TRIM49
Syndrome 1,TRIM49B
Syndrome 1,TRIM49C
Syndrome 1,TRIM51
Syndrome 1,TRIM58
Syndrome 1,TRIM6-TRIM34
Syndrome 1,TRIM60
Syndrome 1,TRIM61
Syndrome 1,TRIM64B
Syndrome 1,TRIM64C
Syndrome 1,TRIM66
Syndrome 1,TRIM68
Syndrome 1,TRIM69
Syndrome 1,TRIM7
Syndrome 1,TRIM72
Syndrome 1,TRIM73
Syndrome 1,TRIM74
Syndrome 1,TRIML1
Syndrome 1,TRIML2
Syndrome 1,TRPV2
Syndrome 1,TRPV5
Syndrome 1,TRPV6
Syndrome 1,UBXN7
Syndrome 1,VEGFD
Syndrome 1,VSIG4
Syndrome 1,VWA1
Syndrome 1,WDR7
