Herb_id,Ingredient_id
HERB001210,HBIN001584
HERB001210,HBIN002579
HERB001210,HBIN003405
HERB001210,HBIN004555
HERB001210,HBIN006852
HERB001210,HBIN007446
HERB001210,HBIN008360
HERB001210,HBIN008361
HERB001210,HBIN008383
HERB001210,HBIN010673
HERB001210,HBIN011719
HERB001210,HBIN011869
HERB001210,HBIN012338
HERB001210,HBIN012667
HERB001210,HBIN012857
HERB001210,HBIN013503
HERB001210,HBIN014593
HERB001210,HBIN014684
HERB001210,HBIN014685
HERB001210,HBIN015333
HERB001210,HBIN015448
HERB001210,HBIN015462
HERB001210,HBIN015651
HERB001210,HBIN015702
HERB001210,HBIN015704
HERB001210,HBIN015949
HERB001210,HBIN016087
HERB001210,HBIN016201
HERB001210,HBIN017664
HERB001210,HBIN017987
HERB001210,HBIN018012
HERB001210,HBIN018019
HERB001210,HBIN018094
HERB001210,HBIN018263
HERB001210,HBIN018278
HERB001210,HBIN018337
HERB001210,HBIN018952
HERB001210,HBIN019062
HERB001210,HBIN019252
HERB001210,HBIN019493
HERB001210,HBIN019507
HERB001210,HBIN019786
HERB001210,HBIN020014
HERB001210,HBIN020253
HERB001210,HBIN020406
HERB001210,HBIN020876
HERB001210,HBIN020955
HERB001210,HBIN021167
HERB001210,HBIN021168
HERB001210,HBIN021368
HERB001210,HBIN021904
HERB001210,HBIN021921
HERB001210,HBIN021985
HERB001210,HBIN021990
HERB001210,HBIN022017
HERB001210,HBIN022407
HERB001210,HBIN023522
HERB001210,HBIN024384
HERB001210,HBIN025885
HERB001210,HBIN026019
HERB001210,HBIN026379
HERB001210,HBIN026440
HERB001210,HBIN026465
HERB001210,HBIN026468
HERB001210,HBIN028522
HERB001210,HBIN029013
HERB001210,HBIN029328
HERB001210,HBIN029443
HERB001210,HBIN029840
HERB001210,HBIN030634
HERB001210,HBIN030728
HERB001210,HBIN030734
HERB001210,HBIN030819
HERB001210,HBIN031367
HERB001210,HBIN032850
HERB001210,HBIN033036
HERB001210,HBIN033170
HERB001210,HBIN033198
HERB001210,HBIN033245
HERB001210,HBIN034524
HERB001210,HBIN034596
HERB001210,HBIN034783
HERB001210,HBIN035120
HERB001210,HBIN035376
HERB001210,HBIN035798
HERB001210,HBIN036067
HERB001210,HBIN036159
HERB001210,HBIN036162
HERB001210,HBIN036308
HERB001210,HBIN036907
HERB001210,HBIN037213
HERB001210,HBIN037250
HERB001210,HBIN037629
HERB001210,HBIN037713
HERB001210,HBIN038398
HERB001210,HBIN038486
HERB001210,HBIN038680
HERB001210,HBIN039000
HERB001210,HBIN039001
HERB001210,HBIN040347
HERB001210,HBIN042760
HERB001210,HBIN043442
HERB001210,HBIN043445
HERB001210,HBIN043446
HERB001210,HBIN043549
HERB001210,HBIN043605
HERB001210,HBIN043727
HERB001210,HBIN043728
HERB001210,HBIN043729
HERB001210,HBIN044152
HERB001210,HBIN044918
HERB001210,HBIN045062
HERB001210,HBIN045071
HERB001210,HBIN046033
HERB001210,HBIN046494
HERB001210,HBIN047005
HERB001210,HBIN047017
HERB001210,HBIN047260
HERB001210,HBIN047561
HERB001210,HBIN047563
HERB001210,HBIN047579
HERB001210,HBIN047744
HERB001210,HBIN048349
HERB001210,HBIN048353
HERB001210,HBIN048749
HERB002560,HBIN001244
HERB002560,HBIN002016
HERB002560,HBIN003405
HERB002560,HBIN006743
HERB002560,HBIN007848
HERB002560,HBIN008647
HERB002560,HBIN008668
HERB002560,HBIN013410
HERB002560,HBIN014399
HERB002560,HBIN014684
HERB002560,HBIN014685
HERB002560,HBIN015117
HERB002560,HBIN016564
HERB002560,HBIN017244
HERB002560,HBIN017246
HERB002560,HBIN018006
HERB002560,HBIN018100
HERB002560,HBIN018163
HERB002560,HBIN018278
HERB002560,HBIN018494
HERB002560,HBIN019296
HERB002560,HBIN019425
HERB002560,HBIN019690
HERB002560,HBIN020406
HERB002560,HBIN020909
HERB002560,HBIN021608
HERB002560,HBIN021802
HERB002560,HBIN022577
HERB002560,HBIN023522
HERB002560,HBIN024357
HERB002560,HBIN024930
HERB002560,HBIN026332
HERB002560,HBIN026468
HERB002560,HBIN026537
HERB002560,HBIN026662
HERB002560,HBIN027103
HERB002560,HBIN027609
HERB002560,HBIN028048
HERB002560,HBIN028847
HERB002560,HBIN029163
HERB002560,HBIN029382
HERB002560,HBIN029419
HERB002560,HBIN030532
HERB002560,HBIN030735
HERB002560,HBIN031114
HERB002560,HBIN031446
HERB002560,HBIN031753
HERB002560,HBIN032456
HERB002560,HBIN032676
HERB002560,HBIN033339
HERB002560,HBIN033749
HERB002560,HBIN033751
HERB002560,HBIN034281
HERB002560,HBIN034625
HERB002560,HBIN035847
HERB002560,HBIN036907
HERB002560,HBIN037272
HERB002560,HBIN037807
HERB002560,HBIN038168
HERB002560,HBIN038680
HERB002560,HBIN040811
HERB002560,HBIN041495
HERB002560,HBIN041916
HERB002560,HBIN042162
HERB002560,HBIN042168
HERB002560,HBIN042670
HERB002560,HBIN044265
HERB002560,HBIN044303
HERB002560,HBIN044426
HERB002560,HBIN044433
HERB002560,HBIN044442
HERB002560,HBIN045073
HERB002560,HBIN045261
HERB002560,HBIN047579
HERB002560,HBIN047738
HERB002560,HBIN048715
