EntrezID
675
7157
5979
11200
472
999
2956
324
673
5728
4292
7068
3845
5290
1956
7038
3265
7253
7080
207
7173
1029
238
4233
7015
2064
4893
23405
6794
7849
4089
4595
1499
7249
5727
378938
1027
4221
55384
2304
641
407006
100124700
60674
574447
3815
6528
407007
406991
2099
4914
8314
50506
657
7248
652995
595
1019
283131
406952
4072
201163
7067
5468
367
406938
2778
2263
255082
100885779
6390
2271
4609
5156
407029
2475
406910
1493
406937
100507056
7428
5594
7503
6774
100885775
841
5573
55000
7422
406935
79577
7048
406953
407040
7516
6392
355
55294
581
406913
5172
5604
100886964
3880
596
356
1026
406996
4193
5894
406979
7424
406885
406988
3026
3417
2068
1048
84740
406982
387
3558
406958
101154753
406971
4780
3569
2260
2100
407018
5888
441951
7124
796
57522
4288
701
389434
406899
3725
7040
3553
406931
406942
5781
3481
3479
101928337
7517
6714
100874054
406900
6567
1950
25913
100642175
406940
406892
442904
406987
574411
29126
3091
7421
406948
213
1017
112597
2073
8031
1030
3791
3958
5294
1788
6935
407014
7490
3084
750
8493
7486
3458
5743
2944
574456
4313
406978
100144748
23642
836
9817
3480
407011
729582
6750
8030
406906
407033
4851
2264
2146
407022
1387
3586
4582
5241
4318
10413
2120
406949
3576
7515
4524
2950
6927
5071
26585
4916
407017
5243
407041
84973
6502
29931
9319
3952
406974
442906
406993
8743
25
699
354
7852
3565
3383
4363
6256
494324
960
2048
4088
6662
400619
6098
5315
4790
50943
1485
51079
406989
5617
51741
843
554210
142
3418
2247
4255
10587
647979
1543
11186
369
9968
1588
3320
9429
5595
574448
2335
5133
4312
7158
2272
1964
100499467
7161
6513
406994
1786
442915
5443
6347
8626
2952
5915
54474
494323
8434
84981
3082
1235
6387
1728
6469
7431
5914
6696
406928
3605
406920
5111
7291
6789
6615
1432
29072
4323
10000
10
3439
10483
6275
846
2305
7076
5347
2353
4830
6591
1326
5578
4316
3484
406921
7078
7272
1508
8643
4170
3981
7175
857
8091
10342
406960
205717
5599
1576
3956
5580
652
5970
110806263
5268
887
3552
5795
406973
56892
6752
3309
9232
2597
958
5591
7033
1028
1436
6657
1437
3065
8842
894
864
3146
7057
3939
84793
79651
6385
3643
9734
5058
8648
3611
2309
7077
1994
7520
4291
3606
4613
3627
3429
3159
5462
2688
22943
1803
3397
7010
5460
2719
9518
2346
1435
3667
5170
4157
216
114038
3732
947
3440
308
7430
860
1906
6678
2852
338
407001
4684
23411
5291
682
9950
100216001
406946
7528
8678
4854
10630
5741
301
5293
2919
1490
9212
2691
10631
7518
3164
6446
2322
4320
2876
2668
4254
100885798
4311
959
6257
1191
1277
196
4982
1236
442902
619556
3066
2056
3135
7295
2113
442908
5175
100126299
2185
2191
10397
4015
688
637
23028
3934
5742
407045
3169
101927574
1977
5265
2130
7251
885
1591
2034
3162
50514
5562
3620
693159
10855
3014
627
3579
4485
2248
3766
10643
2200
1649
2299
3554
10866
7448
3814
6279
92140
5228
5893
6781
23328
91
160728
8140
9021
9076
4176
1909
1636
3248
3577
4627
4000
1893
3371
2878
4803
3675
60
8877
6929
2002
3491
2539
9168
5168
8826
1729
4070
407044
84133
31
7345
3927
6757
1755
27022
780
3547
976
441094
6280
10135
3490
847
3487
2057
2784
10013
1462
693169
268
7074
5163
4017
239
6596
6364
4837
8061
52
664
5340
3727
3984
3107
27122
4153
1525
23410
634
5154
1020
9978
290
6664
7799
407043
79679
6801
6239
9043
9134
9184
8111
10253
11065
84525
5563
10519
5972
1386
693210
1003
1015
8828
28996
9235
23476
5036
1848
6232
1434
9575
5928
5579
6285
2621
7270
466
7392
50616
5909
7296
9531
25824
83737
1999
7832
57447
407000
3914
53373
2534
3897
8567
10628
6753
83593
9353
100507436
2167
100126316
59352
5629
11236
9474
3313
2517
406999
5610
23049
8553
9377
442900
10125
50507
3726
9476
3598
7416
404663
10912
7525
2258
6271
442914
7415
1398
967
53827
1948
4857
246
972
56649
9122
6899
9365
7170
5588
7965
5564
29108
9572
116496
64321
10848
9965
3663
8322
3640
11054
3399
574478
4018
407023
55422
2806
9123
5908
4035
9970
2006
51547
3827
5308
1827
706
128209
968
8682
8277
27035
7011
5757
28
23495
931
55717
340419
5018
6050
3684
64399
1646
8458
55363
8844
6649
80142
59272
10142
10197
81848
5730
59067
51561
7391
383
84433
60686
84632
100996301
7021
4495
28984
6319
384
5093
6262
5537
6950
2158
6646
6272
79971
259
5771
5880
4435
6035
55124
3184
7456
8437
8857
7025
4038
10411
26018
57510
6019
152831
55054
2693
361
84432
360
120892
1014
219699
3118
11309
7378
10075
3654
60529
65125
901
427
54206
50848
9446
727837
1847
57154
6447
57817
26291
55662
10131
156
27131
23492
820
55366
84289
7220
4059
51659
8036
10365
30968
754
10951
6059
81631
649
7079
7545
79017
5209
57379
23650
728978
3185
6159
771
58191
2720
7334
6281
2707
353500
143662
100126311
6652
5104
1846
114783
8697
143
23468
1727
9770
514
5493
51455
5609
23598
4897
4489
1004
8852
410
3140
10859
54765
55751
79365
915
8654
116844
664612
112476
65108
22925
6586
80774
2946
2354
3128
694
64423
10469
5178
10885
693177
51150
8821
6687
54815
1272
23645
9448
2596
9775
54733
64764
203859
285973
6507
80003
10438
57534
7850
51225
5792
133522
25890
5066
10409
25928
6788
168002
84930
55540
342926
57730
133482
2551
10158
9260
151887
23452
8874
8436
644943
5726
2820
151827
53981
150280
4053
26298
10267
80328
6037
587
27178
693224
6665
441478
1371
9804
23409
9262
9213
10370
9354
100188847
22818
93035
10473
723778
6731
309
7095
9586
2108
3954
79109
2993
84816
173
23212
195828
3226
5818
159989
5596
170261
1396
5999
54922
51361
55686
65264
8766
92737
6283
4783
53358
11151
3835
5948
51727
9867
9985
2888
100422829
353
27075
57162
26155
9313
9294
57556
64689
79921
6173
5715
29842
6767
83478
6359
10598
8100
22915
6541
64097
5763
103352539
100500896
10217
1810
222545
147841
1302
10577
51008
9402
57727
4236
4542
407
55835
64129
8540
1666
6121
9790
10534
55272
1757
25897
51523
165140
10206
23306
1397
79600
59350
3810
373156
27306
6913
11069
8720
2822
85464
79594
9925
1429
6857
4499
1041
51014
83856
353376
8909
93166
83641
89846
259249
3132
57565
3425
30817
1351
2669
2657
5956
