100044	207118	InnateDB	left_only
100044	100044	InnateDB	left_only
100044	42351	InnateDB	left_only
100280	13111	InnateDB	left_only
100525	73422	InnateDB	left_only
100525	98477	InnateDB	left_only
10062	213345	InnateDB	left_only
10097	61938	InnateDB	left_only
10097	71462	InnateDB	left_only
101148	407857	InnateDB	left_only
101151	402349	InnateDB	left_only
10118	27347	InnateDB	left_only
10118	14629	InnateDB	left_only
10118	15159	InnateDB	left_only
101304	211637	InnateDB	left_only
10142	38336	InnateDB	left_only
10142	40053	InnateDB	left_only
10142	85219	InnateDB	left_only
10142	90470	InnateDB	left_only
10142	141021	InnateDB	left_only
10142	19987	InnateDB	left_only
10142	243385	InnateDB	left_only
10149	211637	InnateDB	left_only
101546	86613	InnateDB	left_only
10171	61093	InnateDB	left_only
10189	25745	InnateDB	left_only
10189	84613	InnateDB	left_only
102050	107751	InnateDB	left_only
102050	102050	InnateDB	left_only
102145	183241	InnateDB	left_only
102189	32341	InnateDB	left_only
102192	32341	InnateDB	left_only
102199	86613	InnateDB	left_only
102199	4515	InnateDB	left_only
102199	107429	InnateDB	left_only
102199	728297	InnateDB	left_only
10222	24405	InnateDB	left_only
102316	178813	InnateDB	left_only
10235	70193	InnateDB	left_only
102454	105429	InnateDB	left_only
102636	102639	InnateDB	left_only
102639	102639	InnateDB	left_only
102644	105312	InnateDB	left_only
102649	102649	InnateDB	left_only
102654	105312	InnateDB	left_only
102654	102654	InnateDB	left_only
102693	80463	InnateDB	left_only
102759	41789	InnateDB	left_only
102795	211637	InnateDB	left_only
10290	41988	InnateDB	left_only
102945	9462	InnateDB	left_only
102945	21516	InnateDB	left_only
102968	102968	InnateDB	left_only
103007	211354	InnateDB	left_only
103007	408826	InnateDB	left_only
103122	206881	InnateDB	left_only
103122	408826	InnateDB	left_only
103665	187635	InnateDB	left_only
103665	128365	InnateDB	left_only
103852	103852	InnateDB	left_only
103852	92358	InnateDB	left_only
103887	104229	InnateDB	left_only
103946	211637	InnateDB	left_only
104008	137672	InnateDB	left_only
104029	211637	InnateDB	left_only
104131	69007	InnateDB	left_only
104131	86108	InnateDB	left_only
104152	97033	InnateDB	left_only
10419	42987	InnateDB	left_only
104308	187635	InnateDB	left_only
104308	178553	InnateDB	left_only
104447	129513	InnateDB	left_only
104447	152330	InnateDB	left_only
104447	188943	InnateDB	left_only
104447	104534	InnateDB	left_only
104447	728859	InnateDB	left_only
104534	211618	InnateDB	left_only
104607	132962	InnateDB	left_only
104696	195850	InnateDB	left_only
104696	160809	InnateDB	left_only
104696	134163	InnateDB	left_only
104696	104701	InnateDB	left_only
104792	211637	InnateDB	left_only
104856	214339	InnateDB	left_only
104856	191117	InnateDB	left_only
104856	83573	InnateDB	left_only
104856	10313	InnateDB	left_only
104856	42731	InnateDB	left_only
104856	98390	InnateDB	left_only
104856	20654	InnateDB	left_only
104856	23606	InnateDB	left_only
10490	32241	InnateDB	left_only
10490	104447	InnateDB	left_only
10490	85327	InnateDB	left_only
10490	54348	InnateDB	left_only
1050	78534	InnateDB	left_only
1050	4020	InnateDB	left_only
1050	11085	InnateDB	left_only
1050	30654	InnateDB	left_only
1050	243385	InnateDB	left_only
1050	19987	InnateDB	left_only
105312	105429	InnateDB	left_only
10538	18366	InnateDB	left_only
105426	105429	InnateDB	left_only
105429	21570	InnateDB	left_only
105429	55775	InnateDB	left_only
105429	105312	InnateDB	left_only
105609	128365	InnateDB	left_only
105609	156977	InnateDB	left_only
105868	47019	InnateDB	left_only
105868	39777	InnateDB	left_only
106247	178813	InnateDB	left_only
106265	158983	InnateDB	left_only
106270	106270	InnateDB	left_only
106295	776019	InnateDB	left_only
106372	301132	InnateDB	left_only
106452	40393	InnateDB	left_only
106452	45278	InnateDB	left_only
106452	51747	InnateDB	left_only
10648	10648	InnateDB	left_only
10648	25037	InnateDB	left_only
106494	143687	InnateDB	left_only
106494	408940	InnateDB	left_only
106494	20375	InnateDB	left_only
106494	21240	InnateDB	left_only
106494	35466	InnateDB	left_only
106494	92817	InnateDB	left_only
106494	21516	InnateDB	left_only
106516	106516	InnateDB	left_only
106549	28592	InnateDB	left_only
106549	7590	InnateDB	left_only
106744	211637	InnateDB	left_only
106840	25037	InnateDB	left_only
106840	25713	InnateDB	left_only
10685	88590	InnateDB	left_only
10692	135792	InnateDB	left_only
10692	57242	InnateDB	left_only
10692	64029	InnateDB	left_only
107003	243385	InnateDB	left_only
107053	157464	InnateDB	left_only
107053	178813	InnateDB	left_only
107053	131590	InnateDB	left_only
107053	154306	InnateDB	left_only
107053	193830	InnateDB	left_only
107429	38336	InnateDB	left_only
107429	8510	InnateDB	left_only
107429	728297	InnateDB	left_only
107524	164495	InnateDB	left_only
107605	236376	InnateDB	left_only
107733	211637	InnateDB	left_only
107751	207079	InnateDB	left_only
107800	44621	InnateDB	left_only
107800	87102	InnateDB	left_only
107800	3700	InnateDB	left_only
107914	20861	InnateDB	left_only
107914	35701	InnateDB	left_only
107914	21550	InnateDB	left_only
108142	239864	InnateDB	left_only
1089	8992	InnateDB	left_only
1089	80858	InnateDB	left_only
1089	1089	InnateDB	left_only
10926	32465	InnateDB	left_only
10945	61811	InnateDB	left_only
10956	70676	InnateDB	left_only
10956	88509	InnateDB	left_only
10956	15460	InnateDB	left_only
10956	35785	InnateDB	left_only
10956	98101	InnateDB	left_only
10956	18948	InnateDB	left_only
1097	16161	InnateDB	left_only
1100	85142	InnateDB	left_only
1100	57450	InnateDB	left_only
1100	192264	InnateDB	left_only
1100	46394	InnateDB	left_only
1100	33873	InnateDB	left_only
1100	78534	InnateDB	left_only
1100	76778	InnateDB	left_only
1100	55627	InnateDB	left_only
1100	87752	InnateDB	left_only
1100	38717	InnateDB	left_only
1100	20861	InnateDB	left_only
1100	74847	InnateDB	left_only
1100	71081	InnateDB	left_only
1100	15159	InnateDB	left_only
1100	88280	InnateDB	left_only
1100	7590	InnateDB	left_only
1100	5288	InnateDB	left_only
1100	30919	InnateDB	left_only
1100	28785	InnateDB	left_only
1100	15224	InnateDB	left_only
1100	84719	InnateDB	left_only
1100	96934	InnateDB	left_only
1100	37516	InnateDB	left_only
1100	164495	InnateDB	left_only
11032	39849	InnateDB	left_only
11032	59674	InnateDB	left_only
11032	68110	InnateDB	left_only
11032	101061	InnateDB	left_only
11032	79274	InnateDB	left_only
11085	32241	InnateDB	left_only
11085	11085	InnateDB	left_only
11085	24191	InnateDB	left_only
11085	14886	InnateDB	left_only
11085	84173	InnateDB	left_only
11085	20861	InnateDB	left_only
11085	18462	InnateDB	left_only
11085	43398	InnateDB	left_only
11085	85142	InnateDB	left_only
11085	83447	InnateDB	left_only
11161	66573	InnateDB	left_only
11214	24405	InnateDB	left_only
11235	38622	InnateDB	left_only
11235	131590	InnateDB	left_only
11235	154306	InnateDB	left_only
11235	193830	InnateDB	left_only
11235	157464	InnateDB	left_only
11235	178813	InnateDB	left_only
11235	131657	InnateDB	left_only
11235	17914	InnateDB	left_only
11235	214339	InnateDB	left_only
11235	68262	InnateDB	left_only
1124	16161	InnateDB	left_only
11343	193751	InnateDB	left_only
11343	190171	InnateDB	left_only
11343	161600	InnateDB	left_only
11343	129513	InnateDB	left_only
11343	12340	InnateDB	left_only
11376	92817	InnateDB	left_only
11572	101087	InnateDB	left_only
11644	25974	InnateDB	left_only
11681	407857	InnateDB	left_only
11715	65161	InnateDB	left_only
11726	163809	InnateDB	left_only
11729	69591	InnateDB	left_only
11729	21836	InnateDB	left_only
11729	69883	InnateDB	left_only
11756	22709	InnateDB	left_only
11786	45623	InnateDB	left_only
12042	16161	InnateDB	left_only
12042	72072	InnateDB	left_only
12042	63101	InnateDB	left_only
12079	88634	InnateDB	left_only
12290	13627	InnateDB	left_only
12290	13675	InnateDB	left_only
12328	79889	InnateDB	left_only
12328	16161	InnateDB	left_only
12340	42125	InnateDB	left_only
12340	17225	InnateDB	left_only
12340	79741	InnateDB	left_only
12340	45278	InnateDB	left_only
12340	18366	InnateDB	left_only
12340	75124	InnateDB	left_only
12365	31996	InnateDB	left_only
12464	33417	InnateDB	left_only
124824	301132	InnateDB	left_only
12497	18406	InnateDB	left_only
12497	56650	InnateDB	left_only
12497	46394	InnateDB	left_only
12497	107034	InnateDB	left_only
12497	81457	InnateDB	left_only
12497	71333	InnateDB	left_only
125033	79889	InnateDB	left_only
12509	89258	InnateDB	left_only
125412	95667	InnateDB	left_only
125412	239499	InnateDB	left_only
125412	104080	InnateDB	left_only
125412	105609	InnateDB	left_only
125412	96496	InnateDB	left_only
12551	51270	InnateDB	left_only
12561	18366	InnateDB	left_only
12599	211637	InnateDB	left_only
12754	140708	InnateDB	left_only
12754	164189	InnateDB	left_only
12754	57543	InnateDB	left_only
12754	243385	InnateDB	left_only
12754	19987	InnateDB	left_only
12754	156977	InnateDB	left_only
12754	47039	InnateDB	left_only
127755	178105	InnateDB	left_only
127755	193523	InnateDB	left_only
127807	155271	InnateDB	left_only
127933	211637	InnateDB	left_only
127933	173696	InnateDB	left_only
127944	168138	InnateDB	left_only
127970	133351	InnateDB	left_only
128115	206000	InnateDB	left_only
128115	130090	InnateDB	left_only
128168	147651	InnateDB	left_only
128168	152579	InnateDB	left_only
12835	243385	InnateDB	left_only
128365	136357	InnateDB	left_only
128365	256772	InnateDB	left_only
128365	199566	InnateDB	left_only
128375	170858	InnateDB	left_only
128466	178943	InnateDB	left_only
12866	211637	InnateDB	left_only
128986	141793	InnateDB	left_only
128986	169968	InnateDB	left_only
128986	139921	InnateDB	left_only
128986	174161	InnateDB	left_only
129000	158574	InnateDB	left_only
129135	134008	InnateDB	left_only
129135	188983	InnateDB	left_only
129195	131550	InnateDB	left_only
129195	170977	InnateDB	left_only
129195	207308	InnateDB	left_only
129213	170640	InnateDB	left_only
129213	166063	InnateDB	left_only
129240	182517	InnateDB	left_only
129240	156977	InnateDB	left_only
129513	195602	InnateDB	left_only
129513	177503	InnateDB	left_only
129513	132667	InnateDB	left_only
129513	175856	InnateDB	left_only
129513	203320	InnateDB	left_only
129545	257700	InnateDB	left_only
129545	205243	InnateDB	left_only
129545	184766	InnateDB	left_only
12957	61868	InnateDB	left_only
