100044	207118	InnateDB
100044	100044	InnateDB
100044	777831	InnateDB
100044	777831	InnateDB
100044	777831	InnateDB
100044	777831	InnateDB
100044	56568	InnateDB
100044	56568	InnateDB
100044	42351	InnateDB
100280	401916	InnateDB
100280	13111	InnateDB
100280	401916	InnateDB
100292	32151	InnateDB
100292	32151	InnateDB
10041	30654	InnateDB
10041	30654	InnateDB
100525	73422	InnateDB
100525	98477	InnateDB
10062	213345	InnateDB
100855	8246	InnateDB
100855	8246	InnateDB
10097	61938	InnateDB
10097	71462	InnateDB
101061	165560	InnateDB
101061	165560	InnateDB
101100	67408	InnateDB
101100	67408	InnateDB
101100	67408	InnateDB
101100	67408	InnateDB
101110	67034	InnateDB
101110	67034	InnateDB
101148	407857	InnateDB
101151	402349	InnateDB
101162	65927	InnateDB
101162	65927	InnateDB
10118	27347	InnateDB
10118	14629	InnateDB
10118	15159	InnateDB
101304	211637	InnateDB
101319	776557	InnateDB
101319	776557	InnateDB
10142	71820	InnateDB
10142	38336	InnateDB
10142	17688	InnateDB
10142	17688	InnateDB
10142	11032	InnateDB
10142	40053	InnateDB
10142	11032	InnateDB
10142	17688	InnateDB
10142	89258	InnateDB
10142	17688	InnateDB
10142	71820	InnateDB
10142	17688	InnateDB
10142	89258	InnateDB
10142	85219	InnateDB
10142	89258	InnateDB
10142	17688	InnateDB
10142	71820	InnateDB
10142	89258	InnateDB
10142	89258	InnateDB
10142	89258	InnateDB
10142	71820	InnateDB
10142	90470	InnateDB
10142	17688	InnateDB
10142	49648	InnateDB
10142	49648	InnateDB
10142	89258	InnateDB
10142	49648	InnateDB
10142	49648	InnateDB
10142	141021	InnateDB
10142	19987	InnateDB
10142	243385	InnateDB
10149	211637	InnateDB
101522	32151	InnateDB
101522	32151	InnateDB
101546	86613	InnateDB
10171	61093	InnateDB
101779	203203	InnateDB
101779	203203	InnateDB
10189	51270	InnateDB
10189	25745	InnateDB
10189	51270	InnateDB
10189	51270	InnateDB
10189	84613	InnateDB
101988	1100	InnateDB
101988	1100	InnateDB
101988	1100	InnateDB
101988	1100	InnateDB
102050	107751	InnateDB
102050	102050	InnateDB
102145	183241	InnateDB
102189	32341	InnateDB
102192	32341	InnateDB
102199	86613	InnateDB
102199	4515	InnateDB
102199	107429	InnateDB
102199	728297	InnateDB
10222	24405	InnateDB
102316	178813	InnateDB
10235	70193	InnateDB
102454	105429	InnateDB
102636	102636	InnateDB
102636	102639	InnateDB
102636	102636	InnateDB
102639	102639	InnateDB
102644	102654	InnateDB
102644	102644	InnateDB
102644	102654	InnateDB
102644	102654	InnateDB
102644	102644	InnateDB
102644	102654	InnateDB
102644	102654	InnateDB
102644	105312	InnateDB
102644	102654	InnateDB
102644	102654	InnateDB
102644	102644	InnateDB
102644	102654	InnateDB
102649	102649	InnateDB
102654	105312	InnateDB
102654	102654	InnateDB
102693	80463	InnateDB
102759	41789	InnateDB
102795	211637	InnateDB
102860	32151	InnateDB
102860	32151	InnateDB
10290	41988	InnateDB
102945	9462	InnateDB
102945	21516	InnateDB
102945	182517	InnateDB
102945	182517	InnateDB
102968	102968	InnateDB
103007	129545	InnateDB
103007	129545	InnateDB
103007	211354	InnateDB
103007	408826	InnateDB
103122	206881	InnateDB
103122	171670	InnateDB
103122	171670	InnateDB
103122	171670	InnateDB
103122	408826	InnateDB
103224	62088	InnateDB
103224	62088	InnateDB
103239	32151	InnateDB
103239	32151	InnateDB
103338	44993	InnateDB
103338	44993	InnateDB
103452	90910	InnateDB
103452	90910	InnateDB
103610	32151	InnateDB
103610	32151	InnateDB
103665	187635	InnateDB
103665	128365	InnateDB
103852	137341	InnateDB
103852	137341	InnateDB
103852	103852	InnateDB
103852	92358	InnateDB
103863	103863	InnateDB
103863	103863	InnateDB
103887	104229	InnateDB
103887	124356	InnateDB
103887	124356	InnateDB
103887	124356	InnateDB
103911	105525	InnateDB
103911	105525	InnateDB
103911	105504	InnateDB
103911	105504	InnateDB
103946	211637	InnateDB
10395	4354	InnateDB
10395	63673	InnateDB
10395	4354	InnateDB
10395	63673	InnateDB
10395	88956	InnateDB
10395	88956	InnateDB
104008	137672	InnateDB
104029	211637	InnateDB
104131	69007	InnateDB
104131	86108	InnateDB
104152	97033	InnateDB
104188	104188	InnateDB
104188	104188	InnateDB
10419	42987	InnateDB
104234	58303	InnateDB
104234	58303	InnateDB
104282	408826	InnateDB
104282	408826	InnateDB
104282	408826	InnateDB
104287	148760	InnateDB
104287	148760	InnateDB
104287	148760	InnateDB
104308	187635	InnateDB
104308	178553	InnateDB
104447	129513	InnateDB
104447	152330	InnateDB
104447	188943	InnateDB
104447	104534	InnateDB
104447	728859	InnateDB
104534	211618	InnateDB
104607	132962	InnateDB
104696	195850	InnateDB
104696	160809	InnateDB
104696	134163	InnateDB
104696	104701	InnateDB
10470	41520	InnateDB
10470	41520	InnateDB
104792	211637	InnateDB
104792	32151	InnateDB
104792	32151	InnateDB
104856	214339	InnateDB
104856	191117	InnateDB
104856	89354	InnateDB
104856	89354	InnateDB
104856	83573	InnateDB
104856	10313	InnateDB
104856	42731	InnateDB
104856	98390	InnateDB
104856	20654	InnateDB
104856	23606	InnateDB
104856	32241	InnateDB
104856	32241	InnateDB
104856	21786	InnateDB
104856	21786	InnateDB
104856	48476	InnateDB
104856	48476	InnateDB
10490	32241	InnateDB
10490	104447	InnateDB
10490	80565	InnateDB
10490	85327	InnateDB
10490	80565	InnateDB
10490	54348	InnateDB
104917	20850	InnateDB
104917	20850	InnateDB
1050	78534	InnateDB
1050	4054	InnateDB
1050	4054	InnateDB
1050	4054	InnateDB
1050	4054	InnateDB
1050	4054	InnateDB
1050	4054	InnateDB
1050	4054	InnateDB
1050	4054	InnateDB
1050	4054	InnateDB
1050	4054	InnateDB
1050	4054	InnateDB
1050	4020	InnateDB
1050	4054	InnateDB
1050	11085	InnateDB
1050	30654	InnateDB
1050	243385	InnateDB
1050	19987	InnateDB
1050	53133	InnateDB
1050	53133	InnateDB
1050	100935	InnateDB
1050	100935	InnateDB
105140	32151	InnateDB
105140	32151	InnateDB
105312	105429	InnateDB
105369	83089	InnateDB
105369	83089	InnateDB
105369	63041	InnateDB
105369	63041	InnateDB
105369	71216	InnateDB
105369	71216	InnateDB
105369	95922	InnateDB
105369	95922	InnateDB
105369	107800	InnateDB
105369	107800	InnateDB
105369	82377	InnateDB
105369	82377	InnateDB
105369	72264	InnateDB
105369	72264	InnateDB
105369	64379	InnateDB
105369	64379	InnateDB
105369	20700	InnateDB
105369	20700	InnateDB
105369	73191	InnateDB
105369	73191	InnateDB
105369	7233	InnateDB
105369	7233	InnateDB
105369	32504	InnateDB
105369	32504	InnateDB
105369	18098	InnateDB
105369	18098	InnateDB
105369	58050	InnateDB
105369	58050	InnateDB
105369	2322	InnateDB
105369	2322	InnateDB
105369	64774	InnateDB
105369	64774	InnateDB
105369	94027	InnateDB
105369	94027	InnateDB
105369	41024	InnateDB
105369	41024	InnateDB
105369	56665	InnateDB
105369	56665	InnateDB
105369	2589	InnateDB
105369	2589	InnateDB
105369	71254	InnateDB
105369	71254	InnateDB
105369	9488	InnateDB
105369	9488	InnateDB
105369	49631	InnateDB
105369	49631	InnateDB
105369	56943	InnateDB
105369	56943	InnateDB
105369	102860	InnateDB
105369	102860	InnateDB
105369	14532	InnateDB
105369	14532	InnateDB
105369	91249	InnateDB
105369	91249	InnateDB
105369	37588	InnateDB
105369	37588	InnateDB
105369	61688	InnateDB
105369	61688	InnateDB
105369	78852	InnateDB
105369	78852	InnateDB
105369	93845	InnateDB
105369	93845	InnateDB
105369	97118	InnateDB
105369	97118	InnateDB
105369	105280	InnateDB
105369	105280	InnateDB
105369	97796	InnateDB
105369	97796	InnateDB
105369	25509	InnateDB
105369	25509	InnateDB
105369	85972	InnateDB
105369	85972	InnateDB
105369	60166	InnateDB
105369	60166	InnateDB
105369	52711	InnateDB
105369	52711	InnateDB
105369	7818	InnateDB
105369	7818	InnateDB
105369	18841	InnateDB
105369	18841	InnateDB
105369	73722	InnateDB
105369	73722	InnateDB
105369	91022	InnateDB
105369	91022	InnateDB
105369	27975	InnateDB
105369	27975	InnateDB
105369	61786	InnateDB
105369	61786	InnateDB
105369	71184	InnateDB
105369	71184	InnateDB
105369	93282	InnateDB
105369	93282	InnateDB
105369	62957	InnateDB
105369	62957	InnateDB
105369	79274	InnateDB
105369	79274	InnateDB
105369	231947	InnateDB
105369	231947	InnateDB
105369	228335	InnateDB
105369	228335	InnateDB
105369	61602	InnateDB
105369	61602	InnateDB
105369	2623	InnateDB
105369	2623	InnateDB
105369	79966	InnateDB
105369	79966	InnateDB
105369	37352	InnateDB
105369	37352	InnateDB
105369	84057	InnateDB
105369	84057	InnateDB
105369	8072	InnateDB
105369	8072	InnateDB
105369	101638	InnateDB
105369	101638	InnateDB
105369	41395	InnateDB
105369	41395	InnateDB
105369	97231	InnateDB
105369	97231	InnateDB
105369	60223	InnateDB
105369	60223	InnateDB
105369	62892	InnateDB
105369	62892	InnateDB
105369	10171	InnateDB
105369	10171	InnateDB
105369	70679	InnateDB
105369	70679	InnateDB
105369	77902	InnateDB
105369	77902	InnateDB
105369	58371	InnateDB
105369	58371	InnateDB
105369	17259	InnateDB
105369	17259	InnateDB
105369	9029	InnateDB
105369	9029	InnateDB
105369	44775	InnateDB
105369	44775	InnateDB
105369	30475	InnateDB
105369	30475	InnateDB
105369	96334	InnateDB
105369	96334	InnateDB
105369	27136	InnateDB
105369	27136	InnateDB
105369	92412	InnateDB
105369	92412	InnateDB
105369	105771	InnateDB
105369	105771	InnateDB
105369	7017	InnateDB
105369	7017	InnateDB
105369	43650	InnateDB
105369	43650	InnateDB
105369	23469	InnateDB
105369	23469	InnateDB
105369	67466	InnateDB
105369	67466	InnateDB
105369	1288	InnateDB
105369	1288	InnateDB
105369	69775	InnateDB
105369	69775	InnateDB
105369	77725	InnateDB
105369	77725	InnateDB
105369	30751	InnateDB
105369	30751	InnateDB
105369	92982	InnateDB
105369	92982	InnateDB
105369	102750	InnateDB
105369	102750	InnateDB
105369	85398	InnateDB
105369	85398	InnateDB
105369	46207	InnateDB
105369	46207	InnateDB
105369	63034	InnateDB
105369	63034	InnateDB
105369	72719	InnateDB
105369	72719	InnateDB
105369	65098	InnateDB
105369	65098	InnateDB
105369	18389	InnateDB
105369	18389	InnateDB
105369	8149	InnateDB
105369	8149	InnateDB
105369	63682	InnateDB
105369	63682	InnateDB
105369	33655	InnateDB
105369	33655	InnateDB
105369	28900	InnateDB
105369	28900	InnateDB
105369	229341	InnateDB
105369	229341	InnateDB
105369	44621	InnateDB
105369	44621	InnateDB
105369	104029	InnateDB
105369	104029	InnateDB
105369	81086	InnateDB
105369	81086	InnateDB
105369	71434	InnateDB
105369	71434	InnateDB
105369	88407	InnateDB
105369	88407	InnateDB
105369	87732	InnateDB
105369	87732	InnateDB
105369	13958	InnateDB
105369	13958	InnateDB
105369	14467	InnateDB
105369	14467	InnateDB
105369	92486	InnateDB
105369	92486	InnateDB
105369	50843	InnateDB
105369	50843	InnateDB
105369	33620	InnateDB
105369	33620	InnateDB
105369	92073	InnateDB
105369	92073	InnateDB
105369	16103	InnateDB
105369	16103	InnateDB
105369	28592	InnateDB
105369	28592	InnateDB
105369	43487	InnateDB
105369	43487	InnateDB
105369	48532	InnateDB
105369	48532	InnateDB
105369	48079	InnateDB
105369	48079	InnateDB
105369	19461	InnateDB
105369	19461	InnateDB
105369	22156	InnateDB
105369	22156	InnateDB
105369	52040	InnateDB
105369	52040	InnateDB
105369	73274	InnateDB
105369	73274	InnateDB
105369	409430	InnateDB
105369	409430	InnateDB
105369	4654	InnateDB
105369	4654	InnateDB
105369	15306	InnateDB
105369	15306	InnateDB
105369	90993	InnateDB
105369	90993	InnateDB
105369	19292	InnateDB
105369	19292	InnateDB
105369	71016	InnateDB
105369	71016	InnateDB
105369	96711	InnateDB
105369	96711	InnateDB
105369	105752	InnateDB
105369	105752	InnateDB
105369	20165	InnateDB
105369	20165	InnateDB
