25	10413	PhosphositePlus
25	131566	PhosphositePlus
25	285761	PhosphositePlus
25	30009	PhosphositePlus
25	847	PhosphositePlus
25	4638	PhosphositePlus
25	25	PhosphositePlus
25	7161	PhosphositePlus
25	131566	PhosphositePlus
25	131566	PhosphositePlus
25	79577	PhosphositePlus
25	285761	PhosphositePlus
25	4233	PhosphositePlus
25	3265	PhosphositePlus
25	4609	PhosphositePlus
25	4194	PhosphositePlus
25	118788	PhosphositePlus
25	5159	PhosphositePlus
25	10524	PhosphositePlus
25	4609	PhosphositePlus
25	1398	PhosphositePlus
25	842	PhosphositePlus
25	5359	PhosphositePlus
25	301	PhosphositePlus
25	5829	PhosphositePlus
25	6091	PhosphositePlus
25	1399	PhosphositePlus
25	7409	PhosphositePlus
25	8626	PhosphositePlus
25	131566	PhosphositePlus
25	5925	PhosphositePlus
25	79400	PhosphositePlus
25	4193	PhosphositePlus
25	2099	PhosphositePlus
25	2889	PhosphositePlus
25	5347	PhosphositePlus
25	1398	PhosphositePlus
25	7535	PhosphositePlus
25	3726	PhosphositePlus
25	1956	PhosphositePlus
25	131566	PhosphositePlus
25	10006	PhosphositePlus
25	57506	PhosphositePlus
25	8626	PhosphositePlus
25	285761	PhosphositePlus
25	5829	PhosphositePlus
25	10810	PhosphositePlus
25	285761	PhosphositePlus
25	5159	PhosphositePlus
25	131566	PhosphositePlus
25	79577	PhosphositePlus
25	842	PhosphositePlus
25	930	PhosphositePlus
25	1027	PhosphositePlus
25	1499	PhosphositePlus
25	3169	PhosphositePlus
25	4638	PhosphositePlus
25	4638	PhosphositePlus
25	131566	PhosphositePlus
25	3726	PhosphositePlus
25	6622	PhosphositePlus
25	79400	PhosphositePlus
25	4638	PhosphositePlus
25	4638	PhosphositePlus
25	118788	PhosphositePlus
25	2876	PhosphositePlus
25	4846	PhosphositePlus
25	131566	PhosphositePlus
25	4194	PhosphositePlus
25	28996	PhosphositePlus
25	51592	PhosphositePlus
25	30009	PhosphositePlus
25	5688	PhosphositePlus
25	5468	PhosphositePlus
25	545	PhosphositePlus
