100	728378	BioPlex
222389	6137	BioPlex
222389	5928	BioPlex
222389	25873	BioPlex
222389	6124	BioPlex
222389	6188	BioPlex
222389	708	BioPlex
222389	4038	BioPlex
222389	3836	BioPlex
645121	3312	BioPlex
645121	55132	BioPlex
645121	1020	BioPlex
945	201266	BioPlex
945	5824	BioPlex
945	808	BioPlex
945	23412	BioPlex
1819	3312	BioPlex
1819	51389	BioPlex
1819	5603	BioPlex
148109	7444	BioPlex
148109	821	BioPlex
148109	3309	BioPlex
148109	56928	BioPlex
148109	293	BioPlex
148109	9349	BioPlex
148109	7846	BioPlex
148109	84790	BioPlex
148109	6646	BioPlex
148109	158747	BioPlex
54363	8514	BioPlex
23640	728378	BioPlex
23640	1998	BioPlex
23313	10971	BioPlex
23313	7529	BioPlex
23313	2810	BioPlex
23313	7532	BioPlex
23313	7531	BioPlex
23313	7534	BioPlex
23313	7533	BioPlex
23313	51654	BioPlex
23313	55175	BioPlex
23313	10533	BioPlex
23313	7486	BioPlex
23313	22933	BioPlex
57805	3312	BioPlex
57805	8514	BioPlex
57805	54363	BioPlex
57805	9859	BioPlex
57805	10381	BioPlex
57805	347688	BioPlex
57805	4163	BioPlex
9926	728378	BioPlex
9926	345651	BioPlex
123355	3329	BioPlex
123355	664618	BioPlex
123355	3312	BioPlex
123355	3305	BioPlex
123355	10910	BioPlex
123355	55626	BioPlex
4109	2648	BioPlex
4109	8850	BioPlex
4109	10499	BioPlex
4109	57325	BioPlex
4109	55689	BioPlex
4109	728269	BioPlex
4109	728378	BioPlex
4109	60	BioPlex
4109	1523	BioPlex
4109	84250	BioPlex
4109	23133	BioPlex
4109	23314	BioPlex
4109	8204	BioPlex
4109	26009	BioPlex
4109	6191	BioPlex
4109	79832	BioPlex
4109	90459	BioPlex
4109	55048	BioPlex
4109	55810	BioPlex
4109	23481	BioPlex
4109	10474	BioPlex
4109	29902	BioPlex
4109	5585	BioPlex
4109	5451	BioPlex
4109	29903	BioPlex
4109	54535	BioPlex
4109	64784	BioPlex
4109	6944	BioPlex
5603	728378	BioPlex
10095	10109	BioPlex
10095	81873	BioPlex
10095	10092	BioPlex
10095	10097	BioPlex
10095	57645	BioPlex
10095	30833	BioPlex
5481	7389	BioPlex
152926	1629	BioPlex
152926	594	BioPlex
152926	593	BioPlex
23212	6181	BioPlex
23212	6176	BioPlex
23212	4691	BioPlex
23212	4904	BioPlex
23212	339230	BioPlex
23212	55131	BioPlex
23212	23451	BioPlex
23212	79050	BioPlex
23212	6189	BioPlex
23212	6208	BioPlex
23212	117246	BioPlex
23212	6188	BioPlex
23212	3609	BioPlex
23212	9188	BioPlex
23212	6733	BioPlex
23212	22907	BioPlex
23212	6128	BioPlex
23212	50809	BioPlex
23212	90957	BioPlex
23212	6217	BioPlex
23212	11338	BioPlex
23212	27350	BioPlex
23212	9904	BioPlex
23212	85437	BioPlex
23212	6141	BioPlex
23212	6132	BioPlex
23212	56829	BioPlex
23212	2926	BioPlex
23212	26156	BioPlex
23212	65993	BioPlex
23212	7818	BioPlex
23212	23560	BioPlex
23212	23076	BioPlex
23212	4839	BioPlex
23212	51081	BioPlex
23212	6224	BioPlex
23212	6223	BioPlex
23212	10240	BioPlex
23212	6209	BioPlex
23212	54865	BioPlex
23212	64965	BioPlex
23212	11103	BioPlex
23212	55299	BioPlex
23212	9790	BioPlex
23212	84450	BioPlex
23212	6139	BioPlex
23212	3921	BioPlex
23212	6138	BioPlex
23212	9933	BioPlex
23212	64318	BioPlex
23212	6147	BioPlex
23212	25873	BioPlex
23212	6207	BioPlex
23212	6234	BioPlex
23212	6161	BioPlex
23212	10412	BioPlex
23212	5937	BioPlex
23212	60488	BioPlex
23212	6203	BioPlex
23212	6222	BioPlex
23212	6218	BioPlex
23212	84248	BioPlex
23212	6142	BioPlex
23212	23029	BioPlex
23212	6168	BioPlex
23212	84154	BioPlex
23212	131405	BioPlex
23212	5936	BioPlex
23212	5814	BioPlex
23212	5813	BioPlex
23212	6230	BioPlex
23212	10262	BioPlex
23212	6429	BioPlex
23212	6430	BioPlex
23212	6780	BioPlex
23212	2733	BioPlex
23212	10667	BioPlex
23212	6229	BioPlex
23212	6193	BioPlex
23212	57466	BioPlex
23212	51388	BioPlex
23212	6428	BioPlex
23212	6164	BioPlex
23212	8338	BioPlex
23212	6165	BioPlex
23212	6231	BioPlex
