Node,Score
GIGYF2,4.828339849454132e-05
HSP90AA4P,4.827373169648051e-05
EPHB2,4.8223634682244134e-05
ARHGEF2,4.8060981239803715e-05
PRDM1,4.7883781791397606e-05
RSRC2,4.786125071959839e-05
CXCR5,4.7849474550019827e-05
HBIN046387,4.776755530553238e-05
C19orf47,4.776261558003572e-05
CLEC4A,4.7755912029876425e-05
FRMD4A,4.774268252790569e-05
ARHGEF28,4.7604321913332525e-05
ACSF2,4.752390995684496e-05
ADRB1,4.746678255791207e-05
AEBP2,4.743220060212968e-05
MUC12,4.7367173176563715e-05
KCNK17,4.7321420214628044e-05
AMER1,4.72038677007079e-05
FBXL2,4.719101054108381e-05
H2AC18,4.715685016179468e-05
NFKBIZ,4.698291944839385e-05
CTLA4,4.698245647687236e-05
ALKBH5,4.6938000014230794e-05
METTL23,4.6880106820465835e-05
COL2A1,4.6854714838792633e-05
MMP28,4.6842175672387346e-05
ANKRD22,4.682794327997175e-05
ETFA,4.677837167421824e-05
DMWD,4.671426028932351e-05
CYP2A6,4.6672798048222215e-05
DPH5,4.66596215098447e-05
APOA5,4.6617875846247386e-05
COL1A2,4.658290320111469e-05
ADAMTS5,4.652613158508566e-05
DENR,4.6506270976349735e-05
FASTK,4.6494974736994054e-05
GNL2,4.642806786409064e-05
COPS3,4.641792604696776e-05
COX19,4.641652010588326e-05
CCDC82,4.640061956107828e-05
CALU,4.6242773999711066e-05
IQCC,4.6170625942449545e-05
GOT2,4.608058859193063e-05
HBIN034569,4.6039740260781036e-05
AMZ1,4.603641457728863e-05
ADAMTS1,4.5918557622906607e-05
C6orf136,4.5866124246702754e-05
DAPK2,4.581070713503772e-05
CCDC173,4.572168547757724e-05
OR5H3P,4.568510601492522e-05
ERP44,4.5642886609850154e-05
HBIN027746,4.563745698890331e-05
CLEC4C,4.5596601519373484e-05
MRPS18B,4.553579977584116e-05
CYP4F12,4.542704557571413e-05
CCDC198,4.5384010949344314e-05
GYG2,4.535836287197421e-05
DNAJB1,4.534198423514657e-05
POLDIP3,4.5280595458523574e-05
CYP3A7,4.518996652809189e-05
CMTM5,4.515230002515034e-05
EGFLAM,4.515156726276436e-05
MICU3,4.5125517574981e-05
FOS,4.4943236149367334e-05
BCAM,4.489190059592804e-05
HBIN041332,4.481496181884937e-05
KANSL1,4.4714349004978054e-05
CORO1B,4.467908390924269e-05
DNA2,4.4577033275404374e-05
LIN9,4.455771282437205e-05
GRXCR1,4.449108734400703e-05
BTG3,4.441168151823595e-05
HBIN019786,4.4368819098992124e-05
ARRDC4,4.4357561121052064e-05
CARD17,4.425958612095895e-05
GCH1,4.4244656146903126e-05
CDCP1,4.415918490607222e-05
CCL8,4.412977101123832e-05
FCHSD1,4.406203364463818e-05
CCDC71L,4.40450307081379e-05
CD99,4.3924531434149435e-05
HBIN039003,4.391869752711471e-05
C11orf58,4.3870479906407e-05
HEPACAM2,4.377689750466216e-05
ARSJ,4.3721988714805974e-05
CILP,4.371519816395151e-05
SSTR2,4.3702534470274946e-05
GDNF,4.366028736919903e-05
SYCN,4.3646339977480686e-05
HBIN029149,4.3596996795080966e-05
EAF2,4.355959418683749e-05
FBXO7,4.3515632653787044e-05
CLDN17,4.34916328480935e-05
CTSO,4.3447728326659426e-05
FAM71A,4.3431592922634606e-05
COPZ1,4.342418418045907e-05
FAAP24,4.3375405770458586e-05
CETN2,4.33559612903088e-05
BCL11B,4.335459870169436e-05
COPZ2,4.3330991980146795e-05
CRACD,4.325183250646306e-05
C1QTNF6,4.320198383351785e-05
FAP,4.3118497602373676e-05
HBIN025288,4.3091393507611124e-05
CCR2,4.3065047041224853e-05
ANKRD12,4.304333084213966e-05
CGB2,4.2967325983002775e-05
IPMK,4.2839684909146766e-05
MIOS,4.283047071137666e-05
FKBP15,4.2793009664428324e-05
CNR2,4.278724305565328e-05
GPX4,4.275915171970636e-05
HBIN045062,4.2757547715997154e-05
CISD3,4.274567075434246e-05
ACIN1,4.273768203871146e-05
BCR,4.257249714462785e-05
PGC,4.250648157127885e-05
DEFA6,4.238183539684552e-05
SREBF2,4.2273020292630125e-05
ARHGEF40,4.223863272121393e-05
OXCT1,4.221596922440614e-05
HTR3A,4.218936595413446e-05
ANKFY1,4.2115100484538393e-05
CKAP4,4.2047425684025646e-05
ACTN2,4.202805977673487e-05
ADAM10,4.201874503101823e-05
HMMR,4.200509551549198e-05
CASZ1,4.198010522171908e-05
NPTXR,4.186674432314706e-05
FSIP2,4.1816364398040165e-05
KANK4,4.180351206897315e-05
CTNND2,4.171176072958668e-05
HBIN028546,4.170057042827464e-05
ADH1C,4.163627054441449e-05
LRRC8B,4.161957140809295e-05
ELK4,4.1533591569383015e-05
C3orf14,4.153271801466849e-05
BTNL2,4.153212848045032e-05
PRR35,4.152713528296813e-05
PRR22,4.1514052275632034e-05
NEIL2,4.148513585816256e-05
ATP6AP2,4.1471276073112e-05
SYN2,4.143978879364707e-05
ANKRD16,4.1378459252959645e-05
NFKBID,4.13311597885093e-05
ACBD4,4.130723982297163e-05
C1orf122,4.124159434259082e-05
STX12,4.116988688293658e-05
GM2A,4.109367257317796e-05
PHPT1,4.10924657545861e-05
OR5M8,4.1039273622577996e-05
CDKAL1,4.0975592395195364e-05
SOAT1,4.088328555006003e-05
SUZ12,4.085490523716859e-05
CYTH4,4.085312266674403e-05
MED26,4.0826600787302664e-05
CCDC186,4.077496883627148e-05
FST,4.075298999774725e-05
FHOD3,4.0736704620388205e-05
RPS11,4.0594143995731095e-05
THEG,4.056312606879445e-05
HLA-DRB4,4.041923840879351e-05
ALK,4.041771648726948e-05
GLS,4.0382386756130784e-05
CCDC47,4.0345327750941066e-05
HADH,4.029986896967085e-05
CLYBL,4.016699544099925e-05
ESYT1,4.0166135513234336e-05
DPEP1,4.015635259600052e-05
CBWD5,4.01043869378932e-05
GALNS,4.006062227047186e-05
C11orf52,4.005940736683151e-05
ANKRD26P1,4.001631440342772e-05
CLEC10A,4.001459161476754e-05
DHFR,3.999015921258765e-05
CPN1,3.996676353214504e-05
H2AB3,3.990625559849149e-05
ANAPC16,3.987454045732514e-05
ARRDC3,3.974935431561455e-05
CETP,3.9719751407904204e-05
DENND4A,3.9663974018302e-05
KCMF1,3.963823526768072e-05
ERICH1,3.963571961306593e-05
C11orf71,3.9572960455853934e-05
CXCL6,3.9481700874323575e-05
CLEC2D,3.9473658947506016e-05
DYNLRB2,3.9377539308457165e-05
KAZN,3.9362382642473974e-05
CENPC,3.935926156674573e-05
DMTN,3.9328957532576104e-05
GTF2E1,3.930752999576782e-05
DLX5,3.929307070406882e-05
MAP1LC3B2,3.928764768909411e-05
BTNL9,3.9249087576167445e-05
MAOA,3.9239833231524605e-05
CALML6,3.916048875686153e-05
CASP12,3.915414443150313e-05
ABCC3,3.90235850199428e-05
LCN2,3.902093509847651e-05
DENND4B,3.894084061903404e-05
KRTAP13-2,3.8838948186200044e-05
CWF19L2,3.8729335761969045e-05
ADCY9,3.8710800380346276e-05
FAM222A,3.870476725528261e-05
COQ4,3.8691736444007684e-05
ADAM11,3.863232579971939e-05
AMBN,3.8614429973043125e-05
MRPL18,3.861172461751319e-05
IRF1,3.8551500258118076e-05
P4HB,3.8546680333698516e-05
ITGB3,3.854141685516168e-05
ATG10,3.8537664482505e-05
ADGRA2,3.852811587649632e-05
FGD6,3.8515518677597535e-05
RPL3L,3.849774055502144e-05
AKR1C3,3.849300847561253e-05
GATB,3.8488340810347115e-05
FAM131C,3.8486335425939205e-05
GPR61,3.840149930229191e-05
APBA2,3.8369840062321793e-05
KIR3DP1,3.8361848789477594e-05
HIF1AN,3.832324412860742e-05
C12orf50,3.831555727318963e-05
VEGFA,3.824687282455141e-05
EEF1AKMT2,3.824588985797767e-05
HNRNPM,3.823917493494909e-05
ACTN4,3.8237794186101316e-05
C1QTNF2,3.819230644259215e-05
NSMCE4A,3.815787306700386e-05
ANKHD1-EIF4EBP3,3.811720041162429e-05
HSD3B7,3.809219268259802e-05
MAPT,3.8058882577630174e-05
GUCA1B,3.803680744995066e-05
C7orf26,3.802922817023401e-05
CBY2,3.7963850217914866e-05
ANAPC10,3.7960085980358144e-05
CD83,3.792245355551408e-05
CCDC152,3.789568241042728e-05
HTATIP2,3.785083622359879e-05
GGTLC1,3.784421229142423e-05
FAAP100,3.78247314364677e-05
B4GALNT1,3.779446761087728e-05
HMG20B,3.776933566612038e-05
CIDEA,3.774702677176006e-05
ARL14,3.7727376105666366e-05
CLDN14,3.768035086242137e-05
APCDD1L,3.7676134805053496e-05
ARMC8,3.75743117966108e-05
MARS2,3.756170415415837e-05
CFHR5,3.754687206225686e-05
CUL1,3.7422978080022845e-05
NAGPA,3.7411265347638764e-05
BRWD3,3.7394972855730424e-05
DENND5A,3.7309578767558535e-05
ABCB9,3.7305734950383995e-05
MRPL35,3.7222974529796125e-05
CAPZA1,3.721830965191995e-05
TF,3.7135002951367526e-05
DNAJC27,3.711451961068871e-05
HMGN2,3.707718558249758e-05
HLA-H,3.703817762552942e-05
GTF2B,3.701479261630549e-05
CLPP,3.6999216720018283e-05
FCF1,3.697942187623742e-05
PECR,3.694485372280356e-05
CCZ1,3.69231425656171e-05
ASIC3,3.6912399983880044e-05
COX7A2,3.688041785843559e-05
KRTAP2-3,3.687614205689953e-05
KCTD17,3.6859312624302545e-05
CLEC12A,3.684885588753229e-05
CHRDL1,3.684248887390436e-05
NOP14,3.6760553342524227e-05
ANK1,3.6671000936394945e-05
ADAMTSL5,3.664142299886933e-05
HBIN028048,3.658513088643169e-05
ARMS2,3.656738640356132e-05
ITGA11,3.651809751384945e-05
GANC,3.651663994865082e-05
ADGRE2,3.6493053027488065e-05
BCL2,3.6453013063019455e-05
APOC4,3.641990438418993e-05
EBP,3.6419521612860663e-05
IFT140,3.6413165091854594e-05
BCL2A1,3.640841032342948e-05
CCBE1,3.6405941256426664e-05
OR13C5,3.638257055826919e-05
H3C4,3.637502835608548e-05
CXCL8,3.6241733414873376e-05
NCAM1,3.6204299377602936e-05
EPHA5,3.6141815501088125e-05
ANKRD29,3.612857339149278e-05
ECEL1,3.6119597317504924e-05
KRT36,3.611369929939815e-05
FOXO3,3.6113693311505217e-05
FATE1,3.599582767594058e-05
CDKN2AIP,3.598660945572997e-05
NDST4,3.598157373175627e-05
HBIN025287,3.593980108334765e-05
DENND2D,3.5937112767531476e-05
HSDL2,3.592703819532566e-05
PCDHB8,3.592159818517919e-05
CLK3,3.589585239073435e-05
C9orf24,3.58890779239277e-05
ACP2,3.587715654512952e-05
CERT1,3.5873406539466086e-05
C9orf43,3.580118081606544e-05
CD164L2,3.5759306890314194e-05
STEAP1,3.5737036972941554e-05
CTR9,3.5729736708980525e-05
CTSD,3.572772754449155e-05
FLCN,3.568618097733885e-05
IMMP1L,3.563273734433631e-05
ARPC4-TTLL3,3.5625591369453866e-05
KDR,3.5608126532863995e-05
CXorf51A,3.555384222505813e-05
KHDRBS1,3.550315904635323e-05
CABP4,3.5496436565430975e-05
FGF12,3.547718365765196e-05
ANKK1,3.536372203313568e-05
ATE1,3.532819706175039e-05
MAPK9,3.532022691437089e-05
MUC16,3.5292534021493245e-05
AS3MT,3.52895262941003e-05
RAD21,3.524720997128787e-05
COX7B,3.5187460002695834e-05
FOXP4,3.5185492774254984e-05
FGFR3,3.513864426618168e-05
PDE6H,3.512207351097114e-05
ABCB5,3.510207694417479e-05
ATP1B4,3.507767343263304e-05
DLG2,3.5074854125558065e-05
ARID5A,3.5061324652280125e-05
AMY2B,3.504799738160674e-05
ERRFI1,3.503598400959308e-05
AMY1A,3.502039307480403e-05
CHD1,3.497880071477056e-05
FAM221A,3.497443556010584e-05
SOCS3,3.494013083844831e-05
PPM1E,3.4917490694028824e-05
FAU,3.4916010530176566e-05
C19orf44,3.4903492512827973e-05
APBB1IP,3.489701864586178e-05
ZFYVE1,3.489417128260224e-05
SMCP,3.4859606233694104e-05
ESYT3,3.4839129227850984e-05
DNTT,3.4776358980514884e-05
HASPIN,3.4766587474884e-05
LYPD1,3.472007477403139e-05
TAC3,3.470465594283466e-05
HOXC4,3.470087643180544e-05
C1QTNF5,3.469840674386687e-05
GSTO1,3.467838219952433e-05
LGR5,3.466291522120175e-05
ANKLE2,3.461525051101588e-05
HDAC10,3.4614566432356813e-05
RPL39,3.457936171375991e-05
C3orf62,3.4569090111694684e-05
DHRS4,3.454324754949992e-05
MRPL23,3.4536118973722797e-05
DNTTIP1,3.453563707785864e-05
ANKRD33B,3.4465434879833685e-05
GPR45,3.445626809823108e-05
CAVIN2,3.44390193789964e-05
GNA13,3.442397942981751e-05
PAFAH1B2,3.4408854388873425e-05
LRFN5,3.440095663520448e-05
MAX,3.438882960306476e-05
RRP8,3.438183499450478e-05
CASP3,3.4375602442423715e-05
HAUS5,3.434376803165368e-05
CRLF3,3.4323298928449956e-05
CEACAM16,3.4305819815782695e-05
PKD2,3.428210075280362e-05
ANKRD27,3.426542131892782e-05
TIMM8B,3.425547085446184e-05
FOSB,3.425156812913312e-05
SERTAD1,3.424855257053078e-05
AJUBA,3.4218517460103964e-05
GZF1,3.416094672809933e-05
DBNDD2,3.4149171447337644e-05
RNF111,3.41089753497574e-05
OXSR1,3.410456523186157e-05
FAM53B,3.4101321307460873e-05
PARP11,3.4086149783392936e-05
GAGE2E,3.399642277418516e-05
FHIP2B,3.3927837413571255e-05
C20orf203,3.390147820570832e-05
HLA-B,3.3877991079646825e-05
PPP6R2,3.385049882413873e-05
RALY,3.384420410662e-05
ARPC1A,3.381575672713375e-05
LSM12,3.374125013945008e-05
DGCR8,3.372079802735296e-05
LDLR,3.3716534804119074e-05
ILK,3.3619095966816394e-05
CLEC1A,3.355621936109277e-05
DTL,3.355251902355297e-05
BCAP31,3.353475382111457e-05
DERL3,3.351900019697109e-05
NOS2,3.3518544961666125e-05
FMC1,3.3488886873863914e-05
ERBB2,3.345825373594019e-05
LIMK2,3.340837858114137e-05
CHST5,3.340731617261856e-05
NUDT2,3.339274192482694e-05
MTF1,3.338124964506104e-05
LRFN3,3.336620894873234e-05
FBXL15,3.33301410394561e-05
ANKRD17,3.332954176259513e-05
NAA11,3.332710305253189e-05
CITED1,3.331758546281134e-05
IRF2BP1,3.3280605776755005e-05
GHRL,3.324509953426055e-05
CPNE9,3.32409059787621e-05
KCTD20,3.3210590543010694e-05
NEK11,3.294889154021041e-05
