Node,Score
HBIN021368,2.6988555398820746e-06
HBIN022819,2.6978275755935435e-06
HBIN018148,2.6933381264217925e-06
HBIN019475,2.676354045660651e-06
HBIN038556,2.67541855768088e-06
HBIN043725,2.6737708510532516e-06
HBIN026019,2.6614572100015885e-06
HBIN045820,2.658276274524997e-06
HBIN038919,2.6280183872771818e-06
HBIN036591,2.6218493681709024e-06
HBIN028275,2.599459276218937e-06
HBIN043727,2.586954533308743e-06
HBIN001240,2.586322132153714e-06
HBIN029055,2.579813898932591e-06
HBIN036819,2.5672484634400953e-06
HBIN025557,2.554331895874095e-06
HBIN025940,2.5355194964759013e-06
HBIN025274,2.5168774262627404e-06
HBIN008383,2.514938124101581e-06
HBIN037213,2.5045647765899833e-06
HBIN027563,2.504527144230236e-06
HBIN020876,2.5025605160946207e-06
HBIN029328,2.4945845602544594e-06
HBIN038558,2.4908139823284955e-06
HBIN029443,2.4894373040519283e-06
HBIN015533,2.485401896995981e-06
HBIN046494,2.485298882107167e-06
HBIN039150,2.4814856401529224e-06
HBIN010903,2.4662116589892184e-06
HBIN043605,2.4593815218726577e-06
HBIN018129,2.454438754228078e-06
HBIN002561,2.436600527128898e-06
HBIN019252,2.427419984323761e-06
HBIN022822,2.425456404870014e-06
HBIN044475,2.423032552248402e-06
HBIN019296,2.4115900678568297e-06
HBIN013503,2.4079146695101993e-06
HBIN038606,2.407293238832221e-06
HBIN019909,2.382146075127664e-06
HBIN017285,2.3820487770771444e-06
HBIN018263,2.372339769064828e-06
HBIN022407,2.335823925728316e-06
HBIN043724,2.331278091955672e-06
HBIN022755,2.3196022081975583e-06
HBIN011726,2.3146967773208803e-06
HBIN020146,2.3123538331813305e-06
HBIN019507,2.3086020148159525e-06
HBIN043735,2.286908546481432e-06
HBIN015941,2.276228823551599e-06
HBIN027810,2.2737155500430087e-06
HBIN029840,2.2711292179749677e-06
HBIN027762,2.2658581834389835e-06
HBIN040257,2.2583118415718977e-06
HBIN022226,2.222040283784198e-06
HBIN025543,2.1967889952427066e-06
HBIN022771,2.1717765171068104e-06
HBIN025091,2.1542713960690767e-06
HBIN023522,2.1442288062488606e-06
HBIN043446,2.130286150772002e-06
HBIN012667,2.1268566651339135e-06
HBIN025934,2.099003731144423e-06
HBIN009289,2.0965510012495774e-06
HBIN041914,2.054405572352765e-06
HBIN028522,2.0533370652822746e-06
HBIN022202,2.0492069330632004e-06
HBIN019528,2.0372366762110232e-06
HBIN002102,2.0326265336137332e-06
HBIN003510,2.031402286156134e-06
HBIN030053,2.0309795666989135e-06
HBIN029260,2.028146571223745e-06
HBIN027425,2.0212339175509927e-06
HBIN005949,2.012642964131899e-06
HBIN024357,2.00987577603824e-06
HBIN002259,2.005005088912203e-06
HBIN025885,1.9978699701133653e-06
HBIN014139,1.987743930947563e-06
HBIN001117,1.9803241876158786e-06
HBIN027547,1.9801562040507018e-06
HBIN024384,1.976964648086121e-06
HBIN043728,1.9673780580635883e-06
HBIN016180,1.964936267611475e-06
HBIN018337,1.9612002715051643e-06
HBIN009603,1.9475220955954754e-06
HBIN023588,1.93977837435933e-06
HBIN043742,1.938568898547781e-06
HBIN041971,1.9269731077529817e-06
HBIN039419,1.924507651965164e-06
HBIN008522,1.9221979043908214e-06
HBIN019493,1.9151263198687424e-06
HBIN043309,1.913426973107456e-06
HBIN026276,1.9111752751829814e-06
HBIN027796,1.8978906844415786e-06
HBIN038629,1.8972559929893635e-06
HBIN038740,1.8958706619757679e-06
HBIN038739,1.8958706619757679e-06
HBIN026332,1.8941137194962017e-06
HBIN025968,1.8920745502286848e-06
HBIN019914,1.888668103990562e-06
HBIN029092,1.8746677987720365e-06
HBIN041751,1.8642445118678478e-06
HBIN046625,1.8622322613038578e-06
HBIN018110,1.8571784986835161e-06
HBIN027794,1.8520534683437167e-06
HBIN003176,1.846667658127806e-06
HBIN038752,1.8444024242559104e-06
HBIN008944,1.834064749306558e-06
HBIN001584,1.8266170372107004e-06
HBIN001587,1.8266170372107004e-06
HBIN006102,1.824726472322043e-06
HBIN006344,1.8221724964684351e-06
HBIN012857,1.8201910361313414e-06
HBIN037220,1.8172316360462414e-06
HBIN007446,1.816251532787951e-06
HBIN013721,1.8073329323584706e-06
HBIN043737,1.8011437770567661e-06
HBIN001951,1.8003275792601106e-06
HBIN004555,1.796753456809837e-06
HBIN015672,1.7870213761787168e-06
HBIN036086,1.7825607237966313e-06
HBIN008225,1.781704400029051e-06
HBIN009659,1.781704400029051e-06
HBIN009550,1.781704400029051e-06
HBIN006367,1.781704400029051e-06
HBIN038992,1.7763796405332577e-06
HBIN042875,1.7719187119067229e-06
HBIN017212,1.75419027742517e-06
HBIN043732,1.7525675412881005e-06
HBIN044212,1.7466674233652366e-06
HBIN039299,1.7352761945985605e-06
HBIN006026,1.7301561036858581e-06
HBIN013157,1.722845897934922e-06
HBIN043442,1.722692355898532e-06
HBIN044842,1.7216549452293358e-06
HBIN015949,1.704159220300727e-06
HBIN041379,1.6840021401733894e-06
HBIN015211,1.6828108224804651e-06
HBIN007058,1.6660782081380625e-06
HBIN040509,1.6606102876346021e-06
HBIN040932,1.6547637897479969e-06
HBIN040570,1.6547637897479969e-06
HBIN040573,1.6547637897479969e-06
HBIN041268,1.6547637897479969e-06
HBIN004918,1.6537836864897067e-06
HBIN007453,1.6537836864897067e-06
HBIN042691,1.6402157116092074e-06
HBIN039000,1.6188594689912289e-06
HBIN005687,1.591945358272327e-06
HBIN046656,1.585085055967204e-06
HBIN017343,1.5776327441643633e-06
HBIN002911,1.5774487425159628e-06
HBIN043688,1.5697279216628314e-06
HBIN014997,1.5654871423941467e-06
HBIN038604,1.5612556177474903e-06
HBIN040578,1.5600143335784971e-06
HBIN015476,1.5544955565611418e-06
HBIN042020,1.5519191675136485e-06
HBIN045146,1.5501075868953418e-06
HBIN012725,1.5375141268819374e-06
HBIN040347,1.5268430762086491e-06
HBIN042015,1.5126793819788251e-06
HBIN043731,1.4993292570186698e-06
HBIN045975,1.4883433301943111e-06
HBIN043549,1.479676882536569e-06
HBIN038754,1.472246289588234e-06
HBIN046033,1.4702236583369192e-06
HBIN040575,1.4610537033055095e-06
HBIN040948,1.4610537033055095e-06
HBIN015547,1.4607037258852182e-06
HBIN036777,1.4418367544679923e-06
HBIN038605,1.438546532113089e-06
HBIN044781,1.438546532113089e-06
HBIN046736,1.4113317895327066e-06
HBIN018952,1.3488930802155555e-06
HBIN016887,1.3463426589028932e-06
HBIN015447,1.3177055221439721e-06
HBIN036159,1.282747776328121e-06
HBIN037629,1.2656205813336713e-06
HBIN035597,1.2126691151888195e-06
HBIN018469,1.2047625562555083e-06
HBIN037562,1.20315958473734e-06
HBIN038168,1.1924083966657857e-06
HBIN015469,1.1562994631341413e-06
HBIN017968,1.1440719454408908e-06
HBIN017987,1.1349173184377624e-06
HBIN018232,1.0486020492712989e-06
HBIN016891,1.0219713129486496e-06
HBIN048362,1.012501019725841e-06
HBIN018266,9.930016685961837e-07
HBIN017287,9.921149784502805e-07
HBIN015448,9.90007329998736e-07
HBIN017200,9.599351538972451e-07
HBIN015668,8.377192871901122e-07
HBIN016201,8.169844143493242e-07
HBIN016955,8.153528578962936e-07
HBIN018221,7.773157346860774e-07
HBIN015590,7.727334859234841e-07
HBIN036645,7.68137481691311e-07
HBIN015633,7.416880853558451e-07
HBIN048744,7.188361609148648e-07
HBIN035798,6.957263531817698e-07
HBIN036568,6.877524639239695e-07
HBIN036067,6.855990678486049e-07
HBIN037816,6.818659530130761e-07
HBIN015651,6.373539986588191e-07
HBIN019189,6.119012191418424e-07
HBIN018183,6.093538809814968e-07
HBIN037195,6.07585198946755e-07
HBIN038467,5.86266809992107e-07
HBIN037713,5.728603507777106e-07
HBIN037141,5.13803591554859e-07
HBIN036736,4.862585806246475e-07
HBIN018397,4.843988659351205e-07
HBIN036756,4.267978653042113e-07
HBIN038486,3.9937909256703483e-07
HBIN017348,3.7102623053456127e-07
HBIN018434,3.3785497316471536e-07
HBIN036053,3.3594366890202814e-07
HBIN035817,3.23006675370884e-07
HBIN037796,2.608407976533375e-07
HBIN019062,2.56335636376166e-07
HBIN038494,2.3375777106772088e-07
HBIN037721,2.1671867485953648e-07
HBIN048749,1.8664019068833903e-07
HBIN038462,1.6246784629824424e-07
HERB000267,1.380683996734374e-08
HERB000309,1.380683996734374e-08
HERB000887,1.380683996734374e-08
HERB001210,1.380683996734374e-08
HERB001749,1.380683996734374e-08
HERB004609,1.380683996734374e-08
HERB005118,1.380683996734374e-08
HERB006990,1.380683996734374e-08
